source,series,checkpoint_count,train_count,assumed_noise_fraction,tail_energy_rank_1,tail_energy_rank_2,tail_energy_rank_3,selected_order,pencil_order,pencil_all_real_stable,pencil_poles,pencil_train_nrmse
published,gsm8k_qe__solver,20,12,0.005,0.00840959867420272,0.00465963067113636,0.0023896095108564314,1,1,True,0.783197,0.004961697238997556
published,gsm8k_qe__solver,20,12,0.01,0.00840959867420272,0.00465963067113636,0.0023896095108564314,1,1,True,0.783197,0.004961697238997556
published,gsm8k_qe__solver,20,12,0.02,0.00840959867420272,0.00465963067113636,0.0023896095108564314,1,1,True,0.783197,0.004961697238997556
published,gsm8k_qe__solver,20,12,0.03,0.00840959867420272,0.00465963067113636,0.0023896095108564314,1,1,True,0.783197,0.004961697238997556
published,gsm8k_qe__solver,20,14,0.005,0.009139952900730323,0.00496230674898029,0.002786252974846584,1,1,True,0.783389,0.006106722897666287
published,gsm8k_qe__solver,20,14,0.01,0.009139952900730323,0.00496230674898029,0.002786252974846584,1,1,True,0.783389,0.006106722897666287
published,gsm8k_qe__solver,20,14,0.02,0.009139952900730323,0.00496230674898029,0.002786252974846584,1,1,True,0.783389,0.006106722897666287
published,gsm8k_qe__solver,20,14,0.03,0.009139952900730323,0.00496230674898029,0.002786252974846584,1,1,True,0.783389,0.006106722897666287
published,gsm8k_qe__solver,20,15,0.005,0.009835154097034627,0.005282237803216444,0.00313427759781965,1,1,True,0.785393,0.007639792580100209
published,gsm8k_qe__solver,20,15,0.01,0.009835154097034627,0.005282237803216444,0.00313427759781965,1,1,True,0.785393,0.007639792580100209
published,gsm8k_qe__solver,20,15,0.02,0.009835154097034627,0.005282237803216444,0.00313427759781965,1,1,True,0.785393,0.007639792580100209
published,gsm8k_qe__solver,20,15,0.03,0.009835154097034627,0.005282237803216444,0.00313427759781965,1,1,True,0.785393,0.007639792580100209
