source,series,truth,checkpoint_count,train_count,heldout_count,train_fraction,model,winner,train_sse,heldout_mse,heldout_nrmse,mse_ratio_to_persistence,parameters
synthetic_1pct,rank_two_141,rank_2,21,15,6,0.7142857142857143,local_linear,False,0.7496669480488237,0.0011382563589418457,0.03696941284095156,0.9064759823879536,"{""bandwidth"": 1.5, ""intercept_at_last_checkpoint"": 0.033521503582332246, ""slope"": -0.01683768355129352, ""validation_mse"": 0.00016054079811469944}"
synthetic_1pct,rank_two_141,rank_2,21,15,6,0.7142857142857143,power_law,True,0.000486833717427459,0.0002563370325597883,0.017543982548848636,0.20413974548585723,"{""amplitude"": 1.7772036016741972, ""endpoint"": -0.8428701040111097, ""endpoint_constrained"": true, ""power"": 0.2596990324225419, ""time_shift"": 0.9686250859269974}"
synthetic_1pct,rank_two_141,rank_2,21,15,6,0.7142857142857143,rank_1,False,0.017464617303390995,0.00784408184000855,0.09704955950337761,6.2468105150436815,"{""amplitudes"": [0.8531414045857766], ""endpoint"": 0.09006613180496297, ""modes"": [0.7]}"
synthetic_1pct,rank_two_141,rank_2,21,15,6,0.7142857142857143,rank_2,False,0.0002977041275240566,0.00029656621920264264,0.01887049753085734,0.23617716060440772,"{""amplitudes"": [0.41279653108512643, 0.6473544149206139], ""endpoint"": -0.1139958483900031, ""modes"": [0.45, 0.9]}"
synthetic_1pct,rank_two_141,rank_2,21,16,5,0.7619047619047619,persistence,False,1.8696658953921825,0.0009474062131543451,0.03338892573344112,1.0,"{""last_value"": 0.025887155904010528}"
synthetic_1pct,rank_two_141,rank_2,21,16,5,0.7619047619047619,local_linear,True,0.9397764945188759,0.0002917575565145558,0.018528718718694236,0.30795402485577394,"{""bandwidth"": 1.5, ""intercept_at_last_checkpoint"": 0.02443565403111742, ""slope"": -0.012717385869391404, ""validation_mse"": 0.00016080158557393339}"
synthetic_1pct,rank_two_141,rank_2,21,16,5,0.7619047619047619,power_law,False,0.0004963488410974742,0.00029205184099299013,0.018538060961783332,0.30826464608070153,"{""amplitude"": 1.7757576187586748, ""endpoint"": -0.8417648124601324, ""endpoint_constrained"": true, ""power"": 0.2596990324225419, ""time_shift"": 0.9686250859269974}"
synthetic_1pct,rank_two_141,rank_2,21,16,5,0.7619047619047619,rank_1,False,0.017540323702869287,0.0005097026251143813,0.02449022454261268,0.5379979759862583,"{""amplitudes"": [0.8562439233881668], ""endpoint"": 0.002904292471095901, ""modes"": [0.8]}"
synthetic_1pct,rank_two_141,rank_2,21,16,5,0.7619047619047619,rank_2,False,0.00033248657355233746,0.0002980167074107732,0.018726414754874066,0.3145606428083534,"{""amplitudes"": [0.41477970596885966, 0.6436101378452009], ""endpoint"": -0.11190243185026852, ""modes"": [0.45, 0.9]}"
synthetic_1pct,rank_two_142,rank_2,21,10,11,0.47619047619047616,persistence,False,1.016596411592392,0.0025896485368881975,0.06127256386430724,1.0,"{""last_value"": 0.1753240912528417}"
synthetic_1pct,rank_two_142,rank_2,21,10,11,0.47619047619047616,local_linear,False,0.588410626313816,0.004642416026454778,0.0820384919392483,1.7926818872616042,"{""bandwidth"": 1.5, ""intercept_at_last_checkpoint"": 0.1738373136271071, ""slope"": -0.017202982670771458, ""validation_mse"": 0.0032956437856953152}"
synthetic_1pct,rank_two_142,rank_2,21,10,11,0.47619047619047616,power_law,False,0.00035152738207292595,0.0016025487175865562,0.0482004686070665,0.6188286536796264,"{""amplitude"": 680.8538183149581, ""endpoint"": 0.15622396427394145, ""endpoint_constrained"": true, ""power"": 3.7462703282732694, ""time_shift"": 5.957722660162223}"
synthetic_1pct,rank_two_142,rank_2,21,10,11,0.47619047619047616,rank_1,False,0.002534599252622005,0.0024233643815670166,0.059272739503484426,0.9357889099800667,"{""amplitudes"": [0.8093475528761673], ""endpoint"": 0.1729718099809216, ""modes"": [0.6]}"
synthetic_1pct,rank_two_142,rank_2,21,10,11,0.47619047619047616,rank_2,True,0.00016195053532985781,0.0005287749324500949,0.02768732950339787,0.20418791388783714,"{""amplitudes"": [0.7195324548371245, 0.8679675940459011], ""endpoint"": -0.5813435832090708, ""modes"": [0.5, 0.985]}"
synthetic_1pct,rank_two_142,rank_2,21,12,9,0.5714285714285714,persistence,False,1.0447825061676579,0.0024613124489181962,0.059104506627373946,1.0,"{""last_value"": 0.16835666758967122}"
synthetic_1pct,rank_two_142,rank_2,21,12,9,0.5714285714285714,local_linear,False,0.8444912856066865,0.00024823699200502054,0.018770267949825465,0.10085553831819506,"{""bandwidth"": 1.5, ""intercept_at_last_checkpoint"": 0.16530267227301862, ""slope"": -0.005868155377792095, ""validation_mse"": 0.0006143211377204178}"
synthetic_1pct,rank_two_142,rank_2,21,12,9,0.5714285714285714,power_law,False,0.00042103578537788225,0.0013787156388845444,0.04423587001204367,0.560154660368277,"{""amplitude"": 160.48297758024526, ""endpoint"": 0.14606373072229276, ""endpoint_constrained"": true, ""power"": 3.2019538389997817, ""time_shift"": 5.120785308571607}"
synthetic_1pct,rank_two_142,rank_2,21,12,9,0.5714285714285714,rank_1,False,0.0026775300238828237,0.002707068327738605,0.06198503219866917,1.0998474935302602,"{""amplitudes"": [0.8130294092523099], ""endpoint"": 0.17062702199767055, ""modes"": [0.6]}"
synthetic_1pct,rank_two_142,rank_2,21,12,9,0.5714285714285714,rank_2,True,0.00025774765514485765,8.15572301474873e-05,0.010758914498889183,0.033135667185732735,"{""amplitudes"": [0.7118124465914794, 0.2687511104515101], ""endpoint"": 0.025412169372512783, ""modes"": [0.5, 0.94]}"
synthetic_1pct,rank_two_142,rank_2,21,14,7,0.6666666666666666,persistence,False,1.1423269436081254,0.001166270174431953,0.03963108325234271,1.0,"{""last_value"": 0.14607762207088115}"
synthetic_1pct,rank_two_142,rank_2,21,14,7,0.6666666666666666,local_linear,False,0.7802824347462944,0.00012125867742032381,0.012778879416347406,0.103971343929189,"{""bandwidth"": 1.5, ""intercept_at_last_checkpoint"": 0.1432276980843152, ""slope"": -0.008392307078663641, ""validation_mse"": 0.0002714799402041616}"
synthetic_1pct,rank_two_142,rank_2,21,14,7,0.6666666666666666,power_law,False,0.0007475015950387062,0.0006114396035150947,0.02869545669554192,0.5242692618906936,"{""amplitude"": 5.993371481169923, ""endpoint"": 0.11262006443658767, ""endpoint_constrained"": true, ""power"": 1.8482933706854117, ""time_shift"": 2.7948706406524915}"
synthetic_1pct,rank_two_142,rank_2,21,14,7,0.6666666666666666,rank_1,False,0.003843670861141124,0.0027111257754831894,0.06042423928839807,2.3246121138280444,"{""amplitudes"": [0.8215515630723517], ""endpoint"": 0.16525848613541988, ""modes"": [0.6]}"
synthetic_1pct,rank_two_142,rank_2,21,14,7,0.6666666666666666,rank_2,True,0.0003244074772306149,7.534587594628243e-05,0.010073168568445593,0.06460413512925167,"{""amplitudes"": [0.7134749821301218, 0.30800225368596584], ""endpoint"": -0.015494277332109035, ""modes"": [0.5, 0.95]}"
synthetic_1pct,rank_two_142,rank_2,21,15,6,0.7142857142857143,persistence,False,1.1834474049074635,0.0008384921066225564,0.033344578846891404,1.0,"{""last_value"": 0.13744337272994805}"
synthetic_1pct,rank_two_142,rank_2,21,15,6,0.7142857142857143,local_linear,True,0.8344130371750547,8.46759375146353e-05,0.01059633680913802,0.10098596855682844,"{""bandwidth"": 1.5, ""intercept_at_last_checkpoint"": 0.13739349304308002, ""slope"": -0.00691169612441663, ""validation_mse"": 0.0002383951437629244}"
synthetic_1pct,rank_two_142,rank_2,21,15,6,0.7142857142857143,power_law,False,0.0008020439881715328,0.0006670269162193581,0.02974044255415227,0.795507686894448,"{""amplitude"": 6.002628891089914, ""endpoint"": 0.11181120782087012, ""endpoint_constrained"": true, ""power"": 1.8482933706854117, ""time_shift"": 2.7948706406524915}"
synthetic_1pct,rank_two_142,rank_2,21,15,6,0.7142857142857143,rank_1,False,0.004580161765434632,0.002760054641799101,0.06049710424671471,3.291688281853124,"{""amplitudes"": [0.8256682260193284], ""endpoint"": 0.1626754372150751, ""modes"": [0.6]}"
synthetic_1pct,rank_two_142,rank_2,21,15,6,0.7142857142857143,rank_2,False,0.0003291538733023458,8.94065015811387e-05,0.010888305508450413,0.10662772001654397,"{""amplitudes"": [0.7096793189611883, 0.2754004368835388], ""endpoint"": 0.020560080794946062, ""modes"": [0.5, 0.94]}"
synthetic_1pct,rank_two_142,rank_2,21,16,5,0.7619047619047619,persistence,False,1.2677444955745083,0.0003363479495932951,0.020726639517828792,1.0,"{""last_value"": 0.12101071666159371}"
synthetic_1pct,rank_two_142,rank_2,21,16,5,0.7619047619047619,local_linear,False,0.6974354320321045,0.00045007928392837586,0.023976126084648015,1.3381359525790604,"{""bandwidth"": 1.5, ""intercept_at_last_checkpoint"": 0.12319249562083254, ""slope"": -0.010601210599403407, ""validation_mse"": 0.0001077896361595544}"
synthetic_1pct,rank_two_142,rank_2,21,16,5,0.7619047619047619,power_law,False,0.001126986269863288,0.0003966705707117795,0.02250865229351211,1.1793458862771302,"{""amplitude"": 3.645908495160939, ""endpoint"": 0.09475430673725219, ""endpoint_constrained"": true, ""power"": 1.5797445286314384, ""time_shift"": 2.4022488679628626}"
synthetic_1pct,rank_two_142,rank_2,21,16,5,0.7619047619047619,rank_1,False,0.006201489509386704,0.0026045166860686826,0.05767639054645589,7.743518844726915,"{""amplitudes"": [0.8312557797186373], ""endpoint"": 0.15917431966331932, ""modes"": [0.6]}"
synthetic_1pct,rank_two_142,rank_2,21,16,5,0.7619047619047619,rank_2,True,0.000361671135793884,0.00013500857701138186,0.013131525512504934,0.40139557019518035,"{""amplitudes"": [0.7172286153425222, 0.35806304350741575], ""endpoint"": -0.06895267224709015, ""modes"": [0.5, 0.96]}"
