run_id,stage,seed,step,train_loss,train_accuracy,train_correct,train_count,test_loss,test_accuracy,test_correct,test_count,parameter_l2_norm,elapsed_seconds
pilot-f0.30-wd1,pilot,20260720,0,4.218645238840943,0.017074981440237565,23,1347,4.215010965348504,0.014322087842138766,45,3142,17.510753852202548,0.04614063000000357
pilot-f0.30-wd1,pilot,20260720,50,3.770660785541945,0.15219005196733482,205,1347,4.44940803280156,0.00732017823042648,23,3142,17.106278414069838,0.8784611060000032
pilot-f0.30-wd1,pilot,20260720,100,3.224796422605791,0.2873051224944321,387,1347,4.671494414137094,0.011775938892425206,37,3142,17.035611214457298,1.7108253610000048
pilot-f0.30-wd1,pilot,20260720,150,2.6540192035541943,0.4209354120267261,567,1347,4.87745818994669,0.01782304264799491,56,3142,17.124960992226722,2.5703713900000054
pilot-f0.30-wd1,pilot,20260720,200,2.032133582440145,0.5760950259836675,776,1347,5.033867790469844,0.033099936346276254,104,3142,17.34895317773359,3.4233099770000024
pilot-f0.30-wd1,pilot,20260720,250,1.3773636509952674,0.771343726800297,1039,1347,5.1842949355506045,0.05124124761298536,161,3142,17.584356292404685,4.279900795000003
pilot-f0.30-wd1,pilot,20260720,300,0.8331805415390683,0.9213066072754269,1241,1347,5.2872748808979155,0.07542966263526417,237,3142,17.81383117006836,5.115498672000001
pilot-f0.30-wd1,pilot,20260720,350,0.502166317583635,0.9673348181143281,1303,1347,5.408505386945019,0.10789306174411203,339,3142,18.014521312499657,5.947016781000002
pilot-f0.30-wd1,pilot,20260720,400,0.2891936780084215,0.9955456570155902,1341,1347,5.473127125934914,0.12571610439210693,395,3142,18.16436599018373,6.805453233999998
pilot-f0.30-wd1,pilot,20260720,450,0.1931298021572824,0.9977728285077951,1344,1347,5.543120424888606,0.14322087842138764,450,3142,18.28855466772541,7.631791995
pilot-f0.30-wd1,pilot,20260720,500,0.14030704625730792,0.9992576095025983,1346,1347,5.574073912913749,0.15563335455124125,489,3142,18.423905025220854,8.546130943000009
pilot-f0.30-wd1,pilot,20260720,550,0.082873547617028,1.0,1347,1347,5.618485750019892,0.17313812858052197,544,3142,18.597088279511947,9.399295809999998
pilot-f0.30-wd1,pilot,20260720,600,0.07399404252469319,1.0,1347,1347,5.7149915397736315,0.17504774029280712,550,3142,18.77145766802562,10.230285355999996
pilot-f0.30-wd1,pilot,20260720,650,0.09650013901697058,0.9955456570155902,1341,1347,5.848853487030554,0.17791215786123488,559,3142,19.198932546185805,11.066385474
pilot-f0.30-wd1,pilot,20260720,700,0.02852886061183417,1.0,1347,1347,5.819012074315722,0.19414385741565882,610,3142,19.342571970720954,11.905725361000009
pilot-f0.30-wd1,pilot,20260720,750,0.023671975026063417,1.0,1347,1347,5.736011876641072,0.20337364735837046,639,3142,19.26832597049638,12.734232132000002
pilot-f0.30-wd1,pilot,20260720,800,0.18957746090850036,0.9821826280623608,1323,1347,6.076259056980029,0.1530872056015277,481,3142,19.773428270986326,13.552707085000009
pilot-f0.30-wd1,pilot,20260720,850,0.033530716021678675,1.0,1347,1347,6.061085196530872,0.19127943984723106,601,3142,20.18867029224904,14.396596289000001
pilot-f0.30-wd1,pilot,20260720,900,0.015149952662637169,1.0,1347,1347,5.785526423754774,0.21514958625079567,676,3142,19.857708495042715,15.223970909000002
pilot-f0.30-wd1,pilot,20260720,950,0.01894732661484433,1.0,1347,1347,5.643699835395449,0.21610439210693824,679,3142,19.767228799908924,16.056798469
pilot-f0.30-wd1,pilot,20260720,1000,0.22676903173139384,0.9762435040831478,1315,1347,6.212637004694463,0.15181413112667091,477,3142,20.614760096115013,16.876884079000007
pilot-f0.30-wd1,pilot,20260720,1050,0.024454998987731708,1.0,1347,1347,5.968170807059596,0.20560152768936982,646,3142,20.76629134003271,17.692682753
