replicate,arm,round,entropy,coverage,unique_fraction,quality,population_fraction
10,raw_replace,2,0.9136041194822976,1.0,1.0,0.9568020597411488,1.0
10,anchored,2,0.9465427326026538,1.0,1.0,0.9732713663013268,1.0
10,verified,2,0.9649753918720912,1.0,1.0,0.9824876959360456,1.0
10,guided,2,0.9715437508764664,1.0,1.0,0.9857718754382332,1.0
11,raw_replace,2,0.8917527796120551,1.0,1.0,0.9458763898060276,1.0
11,anchored,2,0.8716692339679628,1.0,0.8333333333333334,0.852501283650648,1.0
11,verified,2,0.9505653198944951,1.0,1.0,0.9752826599472475,1.0
11,guided,2,0.9568177524346128,1.0,1.0,0.9784088762173064,1.0
12,raw_replace,2,0.8534160715306481,0.9375,0.9166666666666666,0.8850413690986574,1.0
12,anchored,2,0.8611629854983885,1.0,0.625,0.7430814927491942,1.0
12,verified,2,0.9913736686633465,1.0,1.0,0.9956868343316733,1.0
12,guided,2,0.9872705738382053,1.0,1.0,0.9936352869191026,1.0
13,raw_replace,2,0.8804672539075982,0.9375,1.0,0.9402336269537991,1.0
13,anchored,2,0.90613426864529,1.0,0.7916666666666666,0.8489004676559784,1.0
13,verified,2,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
13,guided,2,0.9602904648196331,1.0,1.0,0.9801452324098165,1.0
14,raw_replace,2,0.8271481694251435,1.0,0.875,0.8510740847125717,1.0
14,anchored,2,0.9005005180996808,1.0,0.875,0.8877502590498404,1.0
14,verified,2,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
14,guided,2,0.980905860757308,1.0,1.0,0.990452930378654,1.0
15,raw_replace,2,0.7927548151891991,0.9375,0.9166666666666666,0.8547107409279329,1.0
15,anchored,2,0.958068847626723,1.0,0.9166666666666666,0.9373677571466947,1.0
15,verified,2,0.987525361001055,1.0,1.0,0.9937626805005275,1.0
15,guided,2,0.9872705738382053,1.0,1.0,0.9936352869191026,1.0
0,raw_replace,3,0.8297146635123128,1.0,0.9166666666666666,0.8731906650894897,1.0
0,anchored,3,0.9010960815300915,1.0,0.625,0.7630480407650457,1.0
0,verified,3,0.9913736686633465,1.0,1.0,0.9956868343316733,1.0
