epsilon_small,epsilon_large,relative_l2_discrepancy,aggregate_cosine,median_absolute_curve_cosine,median_per_replica_cosine,replicas_below_0_9_cosine
0.025,0.05,0.9248005237381373,0.9656011864342116,0.999872347929819,0.9999452761579186,1
0.05,0.1,1.2711928307773313,0.009796375679627581,0.9999106693892192,0.9999844106368703,2
