start_step,aggregation,js_divergence_bits,total_variation,wasserstein_lags,wasserstein_fraction_of_horizon
50,mean,0.11922328126245911,0.32286517797472747,20.805540348838356,0.10402770174419178
50,median,0.09558778526380779,0.30179404508656893,17.954953256376992,0.08977476628188497
50,trimmed_mean,0.10574715937066652,0.3205287224631135,20.528226042418325,0.10264113021209162
200,mean,0.3356814242057085,0.5836007314915417,30.672601580201864,0.15336300790100932
200,median,0.092543850854011,0.2816104292403108,18.416411319312935,0.09208205659656468
200,trimmed_mean,0.09385974499786189,0.2833352441435657,18.830028257707642,0.09415014128853821
400,mean,0.05349924043363147,0.21529578252341852,12.089363375489711,0.06044681687744855
400,median,0.12549609473954487,0.32952069799329764,21.555637621137194,0.10777818810568597
400,trimmed_mean,0.07904472290380757,0.2620412491824905,12.911760070155209,0.06455880035077605
