start_step,js_divergence_bits,total_variation,wasserstein_lags,wasserstein_fraction_of_horizon,js_divergence_bits_control_median,js_divergence_bits_control_95th,total_variation_control_median,total_variation_control_95th,wasserstein_fraction_of_horizon_control_median,wasserstein_fraction_of_horizon_control_95th,js_exceeds_control_95th,tv_exceeds_control_95th,wasserstein_exceeds_control_95th
50,0.11922328126245911,0.32286517797472747,20.805540348838356,0.10402770174419178,0.021595997406333417,0.03885067356178341,0.13847100884685462,0.18441103027397887,0.03399833380579119,0.06716999554467763,True,True,True
200,0.3356814242057085,0.5836007314915417,30.672601580201864,0.15336300790100932,0.288436265527397,0.36693394446324434,0.5048051836367426,0.6027317723654457,0.24476822729544467,0.31404666926493213,False,False,False
400,0.05349924043363147,0.21529578252341852,12.089363375489711,0.06044681687744855,0.1140999927265238,0.19771925284070851,0.3138457619763443,0.4378758313588378,0.09900597398633083,0.15767125525615666,False,False,False
