seed,global_step,epoch,training_loss,elapsed_seconds,solver_uncertainty,verifier_uncertainty,uncertainty_gap,solver_normalized_uncertainty,verifier_normalized_uncertainty,normalized_uncertainty_gap,solver_mean_token_count,verifier_mean_token_count,solver_accuracy,verifier_accuracy,accuracy_gap,mean_selected_verifier_score,fallback_fraction,candidate_accuracy,verifier_judgment_accuracy,verifier_brier_score,mean_score_correct_candidates,mean_score_incorrect_candidates
20260720,0,0.0,,131.7181897163391,3.451109738321975,2.833464660914615,0.6176450774073601,0.16963711963035166,0.11129580461420119,0.058341315016150475,15.125,17.5,0.75,0.875,0.125,0.6790419632728769,0.25,0.75,0.625,0.33785196828493524,0.60969161889725,0.46274506899762285
20260720,4,0.5,0.20161241851747036,188.13126683235168,3.4432413114700466,2.800861548865214,0.6423797626048326,0.16684627602808177,0.10647162306122482,0.060374652966856956,15.125,17.5,0.75,0.875,0.125,0.6838979267280839,0.25,0.75,0.625,0.3292642959230988,0.6170995404091305,0.46639860980514447
20260720,8,1.0,0.39150096848607063,244.9181845188141,3.660491874674335,3.1336915402207524,0.5268003344535828,0.13473541499115527,0.12376040802337229,0.010975006967782974,17.375,17.375,0.875,0.875,0.0,0.7405796590830064,0.25,0.7916666666666666,0.625,0.30868397087413646,0.6509091009645044,0.5788063568282368
20260720,12,1.5,0.3767080791294575,300.7601375579834,3.6054459762526676,3.0799218368483707,0.5255241394042969,0.13006999681238085,0.119121577241458,0.010948419570922852,17.375,17.375,0.875,0.875,0.0,0.7400463725019895,0.25,0.7916666666666666,0.625,0.3089505097170852,0.650283485835892,0.5787511744682305
20260720,16,2.0,0.19476125575602055,355.4689316749573,3.5977383876452222,3.0709688659990206,0.5267695216462016,0.12615165614988655,0.11480399442370981,0.011347661726176739,17.375,17.5,0.875,0.875,0.0,0.7308187693134791,0.25,0.7916666666666666,0.625,0.3098944725353611,0.654812882808085,0.5857450580781173
20260720,20,2.5,0.4181593023240566,411.834673166275,3.5980357816442847,3.6039734883233905,-0.005937706679105759,0.12501626880839467,0.1246645082719624,0.00035176053643226624,17.375,17.5,0.875,0.875,0.0,0.7265825071973766,0.25,0.75,0.625,0.2801005917704482,0.6391480299935444,0.4049068538688408
20260720,24,3.0,0.15977078303694725,467.98780703544617,3.610141473938711,3.610141473938711,0.0,0.12414743227418512,0.12414743227418512,0.0,17.375,17.375,0.875,0.875,0.0,0.7490157827818424,0.25,0.75,0.5833333333333334,0.3213857482655624,0.6469221365813514,0.584268314844465
20260720,28,3.5,0.10586264915764332,523.6062951087952,3.6356244381750003,3.627887611859478,0.007736826315522194,0.12348686472978443,0.12220279814209789,0.0012840665876865387,17.375,17.5,0.875,0.875,0.0,0.7388939965586561,0.25,0.75,0.5833333333333334,0.31564905769847496,0.6526089951931646,0.5792416072358183
20260720,32,4.0,0.40252199582755566,579.0398714542389,2.7129379536490887,6.917460685363039,-4.204522731713951,0.2641239168588072,0.18990019452758133,0.07422372233122587,11.625,17.5,0.875,0.875,0.0,0.7456515123009321,0.25,0.75,0.5833333333333334,0.31787954313846406,0.6040633105807662,0.4517839444629473
20260720,36,4.5,0.11574270762503147,633.5348308086395,2.696226927160751,6.950884856923949,-4.254657929763198,0.2633372794953175,0.1917114228126593,0.0716258566826582,11.625,17.5,0.875,0.875,0.0,0.7394440463581486,0.25,0.75,0.5833333333333334,0.31774981904878563,0.6017685787928796,0.4485432658814233
20260720,40,5.0,0.39134479966014624,689.187206029892,7.657388033345342,7.1433378723450005,0.5140501610003412,0.31993092643097043,0.23700611293315887,0.08292481349781156,15.375,16.25,0.75,0.875,0.125,0.7641334768666252,0.25,0.75,0.5416666666666666,0.3337093614437374,0.5799129886087381,0.41637877978772786
20260720,44,5.5,0.3806674759835005,741.2315065860748,4.229297492711339,3.900050940050278,0.3292465526610613,0.22786463605007157,0.1757014719187282,0.052163164131343365,13.5,14.0,0.75,0.875,0.125,0.6774301556110407,0.375,0.7916666666666666,0.5416666666666666,0.33734044802596835,0.5612564202438456,0.34024515913328274
20260720,48,6.0,0.07476413529366255,793.3231680393219,4.279919020773377,3.875476580054965,0.4044424407184124,0.24666185170644894,0.1739614834659733,0.07270036824047565,13.375,14.0,0.75,0.875,0.125,0.6800502517811858,0.375,0.7916666666666666,0.5416666666666666,0.3423130163333799,0.5657439253419666,0.37880584063247696
20260720,52,6.5,0.36513212881982327,845.0722117424011,4.256263694725931,3.8556037889793515,0.40065990574657917,0.244543282315135,0.17181384656578302,0.07272943574935198,13.375,14.0,0.75,0.875,0.125,0.6822876302479186,0.375,0.7916666666666666,0.5416666666666666,0.33948237743029336,0.5665434559232667,0.3739863427142193
20260720,56,7.0,0.1130112698301673,897.499969959259,4.13860756077338,3.648711979505606,0.4898955812677741,0.26762012008111924,0.15992666489910334,0.1076934551820159,12.0,13.875,0.625,0.75,0.125,0.6533917550012589,0.375,0.75,0.5833333333333334,0.3219144518687092,0.5793581957600149,0.3152057055753103
20260720,60,7.5,0.08029042463749647,949.0471982955933,4.20928963116603,3.8198701341752894,0.3894194969907403,0.2389420919935219,0.1681600219453685,0.0707820700481534,13.375,14.0,0.75,0.875,0.125,0.6908840986448568,0.375,0.7916666666666666,0.5416666666666666,0.33729733994139094,0.573703240343444,0.3903508555538755
20260720,64,8.0,0.4521560659632087,1001.7822172641754,4.092302129138261,3.616233218461275,0.476068910676986,0.2613462060689926,0.15690988767892122,0.10443631839007139,12.0,13.875,0.625,0.75,0.125,0.6629015437447172,0.375,0.75,0.5833333333333334,0.31736941109830047,0.5884379420675037,0.33454778740823804
20260720,68,8.5,0.3497815625742078,1053.612431526184,4.086327756464016,3.601582628383767,0.48474512808024883,0.26092089322628453,0.15500650537433103,0.1059143878519535,12.0,13.875,0.625,0.75,0.125,0.6612055086060759,0.375,0.75,0.5833333333333334,0.3245390934452905,0.5837076805960901,0.33467183113554366
20260720,72,9.0,0.10261384397745132,1105.5280482769012,3.996130977233406,3.6265676449402235,0.3695633322931826,0.23644944239640608,0.15464238036656752,0.08180706202983856,12.125,14.0,0.625,0.875,0.25,0.6521360000102258,0.375,0.75,0.5833333333333334,0.3072501471380189,0.5928292671796527,0.2838305925115346
20260720,76,9.5,0.09147908538579941,1160.3173122406006,2.3860893837409094,2.532800718327053,-0.1467113345861435,0.2746538397623226,0.24458069715183228,0.030073142610490322,9.25,12.5,0.75,0.875,0.125,0.6363949762061264,0.375,0.7083333333333334,0.625,0.2738907748655432,0.6064936182565096,0.2527937801563921
20260720,80,10.0,0.3339695706963539,1215.9312252998352,2.3858514867606573,2.539250170055311,-0.1533986832946539,0.2739547656965442,0.2452381540206261,0.028716611675918102,9.25,12.5,0.75,0.875,0.125,0.640284626097341,0.375,0.7083333333333334,0.625,0.2797692761412764,0.6091499922165913,0.26139269781973906
