injection_step,observed_horizon,discrete_entropy_nats,effective_lag_count,peak_mass,last_ten_lag_mass,signed_to_absolute_ratio
50,50,3.579725742340088,35.86370360272875,0.05216750130057335,0.33500534296035767,0.5314322113990784
150,50,3.4113776683807373,30.306968463910906,0.07939743995666504,0.14638662338256836,0.9664415717124939
300,50,3.9088118076324463,49.83969762927513,0.02988528087735176,0.1816260814666748,0.24637345969676971
