injection_step,lag,mean_absolute_derivative,normalized_mass,mean_signed_derivative
50,34,2.869394302368164,0.048461586236953735,-2.3462629318237305
50,35,3.088820219039917,0.05216750130057335,-2.3719749450683594
50,36,2.5812456607818604,0.043595004826784134,-1.7790534496307373
50,37,2.1470911502838135,0.03626251220703125,-1.4191545248031616
50,38,1.8670810461044312,0.031533382833004,-0.8800914287567139
50,39,2.0570640563964844,0.03474203124642372,-0.759349524974823
50,40,2.2715559005737305,0.03836461529135704,-0.7442861795425415
50,41,2.2793684005737305,0.03849656134843826,-0.7147349119186401
50,42,1.7798035144805908,0.030059341341257095,-0.7318940162658691
50,43,1.7544615268707275,0.02963133715093136,-0.8343148827552795
50,44,1.8690468072891235,0.03156658262014389,-0.7174028158187866
50,45,1.8182951211929321,0.030709432438015938,-0.604779839515686
50,46,1.588410496711731,0.026826879009604454,-0.3716791272163391
50,47,1.6582815647125244,0.028006941080093384,-0.21654033660888672
50,48,1.952993392944336,0.03298436850309372,0.4995751976966858
50,49,2.8078904151916504,0.04742284119129181,1.1292227506637573
50,50,2.327003240585327,0.0393010713160038,0.5106894373893738
150,0,0.004462301731109619,0.0004011385317426175,0.0003018975257873535
150,1,0.008674710988998413,0.0007798129809089005,5.2601099014282227e-05
150,2,0.011607855558395386,0.0010434880387037992,-6.109476089477539e-06
150,3,0.012716054916381836,0.001143109519034624,3.129243850708008e-05
150,4,0.01310303807258606,0.0011778974439948797,0.00019654631614685059
150,5,0.011425614356994629,0.001027105376124382,0.0012531876564025879
150,6,0.009621083736419678,0.0008648871444165707,0.0017663836479187012
150,7,0.012254416942596436,0.0011016106000170112,-0.001830756664276123
150,8,0.011955052614212036,0.0010746992193162441,-0.0023721158504486084
150,9,0.009981691837310791,0.0008973040385171771,-0.0006666779518127441
150,10,0.022588521242141724,0.002030594740062952,-0.013292282819747925
150,11,0.029633790254592896,0.0026639290153980255,-0.020806342363357544
150,12,0.11660546064376831,0.010482246056199074,-0.10869383811950684
150,13,0.1912340521812439,0.017190981656312943,-0.18448889255523682
150,14,0.2423436939716339,0.02178548276424408,-0.23661091923713684
150,15,0.24118483066558838,0.02168130688369274,-0.23565709590911865
150,16,0.18381178379058838,0.016523757949471474,-0.17858833074569702
150,17,0.0659354031085968,0.005927261896431446,0.0467546284198761
150,18,0.23123055696487427,0.02078646793961525,0.21273910999298096
150,19,0.04677385091781616,0.004204734694212675,-0.04254281520843506
150,20,0.4068249464035034,0.03657152131199837,-0.40293872356414795
150,21,0.7077984809875488,0.06362753361463547,-0.7040228843688965
150,22,0.8821361064910889,0.07929961383342743,-0.8779464960098267
150,23,0.883224368095398,0.07939743995666504,-0.8783302307128906
150,24,0.7803895473480225,0.07015310972929001,-0.7749247550964355
150,25,0.6546475887298584,0.05884953588247299,-0.6489273905754089
150,26,0.5256998538970947,0.04725778102874756,-0.519900918006897
150,27,0.3962448239326477,0.035620421171188354,-0.39017587900161743
150,28,0.2896036207675934,0.02603391371667385,-0.28339311480522156
150,29,0.19082218408584595,0.01715395785868168,-0.1848679780960083
150,30,0.12152031064033508,0.010924066416919231,-0.11598393321037292
150,31,0.08316561579704285,0.0074761719442903996,-0.0781308114528656
150,32,0.04950001835823059,0.004449803382158279,-0.044947415590286255
150,33,0.006845593452453613,0.000615384487900883,-0.001920461654663086
150,34,0.06883695721626282,0.006188097409904003,0.0635366141796112
150,35,0.15060380101203918,0.013538526371121407,0.14527931809425354
150,36,0.25202542543411255,0.022655822336673737,0.2468430995941162
150,37,0.3375135362148285,0.03034077398478985,0.33270105719566345
150,38,0.40396809577941895,0.036314707249403,0.399109423160553
150,39,0.42968302965164185,0.038626350462436676,0.42413949966430664
150,40,0.3974747657775879,0.035730987787246704,0.3911510109901428
150,41,0.3544299304485321,0.03186147287487984,0.3471125662326813
150,42,0.2897706627845764,0.026048928499221802,0.2813336253166199
150,43,0.22733062505722046,0.020435882732272148,0.21764427423477173
150,44,0.16180291771888733,0.014545271173119545,0.15097960829734802
150,45,0.09280219674110413,0.008342452347278595,0.08100047707557678
150,46,0.026109516620635986,0.002347114495933056,0.013308227062225342
150,47,0.05083411931991577,0.0045697325840592384,-0.04723846912384033
150,48,0.10868743062019348,0.009770454838871956,-0.10518297553062439
150,49,0.14557898044586182,0.013086820021271706,-0.1418989896774292
150,50,0.1710718870162964,0.015378504991531372,-0.16726255416870117
300,0,0.0022937357425689697,0.008154143579304218,-0.0006471574306488037
300,1,0.003965944051742554,0.01409878022968769,-0.001180022954940796
300,2,0.0049526989459991455,0.01760665513575077,-0.0015650689601898193
300,3,0.005449205636978149,0.019371718168258667,-0.001966804265975952
300,4,0.005494952201843262,0.019534345716238022,-0.002441108226776123
300,5,0.0064785778522491455,0.023031096905469894,-0.0031034648418426514
300,6,0.007053017616271973,0.025073207914829254,-0.0038111209869384766
300,7,0.007269680500030518,0.025843437761068344,-0.004458725452423096
300,8,0.007965266704559326,0.02831622026860714,-0.0048673152923583984
300,9,0.008326917886734009,0.029601875692605972,-0.004872530698776245
300,10,0.008406639099121094,0.02988528087735176,-0.004760921001434326
300,11,0.007743388414382935,0.027527451515197754,-0.003978759050369263
300,12,0.007283538579940796,0.025892702862620354,-0.003118962049484253
300,13,0.007086694240570068,0.025192927569150925,-0.002383291721343994
300,14,0.0070792436599731445,0.02516644075512886,-0.0018653273582458496
300,15,0.006932616233825684,0.024645186960697174,-0.0017753243446350098
300,16,0.00672951340675354,0.02392316423356533,-0.001872032880783081
300,17,0.006449073553085327,0.0229262113571167,-0.0019399821758270264
300,18,0.005902498960494995,0.02098315954208374,-0.0017182528972625732
300,19,0.005293041467666626,0.01881656050682068,-0.0015117228031158447
300,20,0.004561245441436768,0.01621505431830883,-0.0009691715240478516
300,21,0.004694610834121704,0.016689162701368332,-0.00033482909202575684
300,22,0.004940032958984375,0.01756162941455841,0.0003936886787414551
300,23,0.004934072494506836,0.01754043996334076,0.0007924437522888184
300,24,0.004802346229553223,0.017072157934308052,0.0007987022399902344
300,25,0.004621148109436035,0.016428004950284958,0.0005838274955749512
300,26,0.004517585039138794,0.016059841960668564,0.0002728402614593506
300,27,0.0044918060302734375,0.0159681998193264,0.0002455711364746094
300,28,0.004597902297973633,0.016345366835594177,0.0003409385681152344
300,29,0.004785358905792236,0.017011769115924835,0.00043213367462158203
300,30,0.00500217080116272,0.017782526090741158,0.0005863606929779053
300,31,0.004998594522476196,0.017769813537597656,0.0006620585918426514
300,32,0.005011409521102905,0.017815370112657547,0.0008718669414520264
300,33,0.005316287279129028,0.01889919862151146,0.0008080899715423584
300,34,0.0053691864013671875,0.019087253138422966,0.0006592273712158203
300,35,0.005463957786560059,0.019424160942435265,0.0005280971527099609
300,36,0.005154013633728027,0.018322322517633438,0.00034183263778686523
300,37,0.004955679178237915,0.017617249861359596,0.0001214444637298584
300,38,0.004710108041763306,0.016744254156947136,-4.51505184173584e-05
300,39,0.004568994045257568,0.016242599114775658,-6.765127182006836e-05
300,40,0.004553347826004028,0.016186978667974472,7.644295692443848e-05
300,41,0.004575997591018677,0.016267497092485428,0.00031813979148864746
300,42,0.0048951804637908936,0.017402179539203644,0.0005190074443817139
300,43,0.004788786172866821,0.017023952677845955,0.00026419758796691895
300,44,0.005193799734115601,0.01846376061439514,-0.00021025538444519043
300,45,0.005443692207336426,0.01935211755335331,-0.0005328655242919922
300,46,0.0050286948680877686,0.017876818776130676,-9.34302806854248e-05
300,47,0.005012452602386475,0.017819078639149666,0.0007805228233337402
300,48,0.005553513765335083,0.019742529839277267,0.0013969838619232178
300,49,0.005356818437576294,0.01904328539967537,0.0011764466762542725
300,50,0.0052419304847717285,0.018634863197803497,-0.00024199485778808594
