seed,global_step,epoch,training_loss,elapsed_seconds,solver_uncertainty,verifier_uncertainty,uncertainty_gap,solver_normalized_uncertainty,verifier_normalized_uncertainty,normalized_uncertainty_gap,solver_mean_token_count,verifier_mean_token_count,solver_accuracy,verifier_accuracy,accuracy_gap,mean_selected_verifier_score,fallback_fraction,candidate_accuracy,verifier_judgment_accuracy,verifier_brier_score,mean_score_correct_candidates,mean_score_incorrect_candidates
20260718,40,5.0,0.1929261665791273,577.7049729824066,1.5134894109796733,1.4775353039149195,0.03595410706475377,0.2067769223358482,0.17521255067549646,0.03156437166035175,9.375,11.125,0.75,0.75,0.0,0.5794326630210287,0.375,0.6666666666666666,0.7083333333333334,0.23931194667979017,0.5262852464960586,0.03498115725326295
20260718,44,5.5,0.23403123300522566,625.1615629196167,1.5291849421337247,1.4669347843155265,0.062250157818198204,0.20888878358528018,0.17465369123965502,0.03423509234562516,9.375,11.125,0.75,0.75,0.0,0.5899873560342712,0.375,0.625,0.75,0.20369236638432384,0.5621864806967477,0.04105620816630712
20260718,48,6.0,0.44128184113651514,672.6541602611542,1.5240995537023991,1.4558830151800066,0.06821653852239251,0.20809215330518782,0.17376718833111227,0.034324964974075556,9.375,11.125,0.75,0.75,0.0,0.596575446175144,0.375,0.625,0.75,0.19578387273697792,0.5731270799802959,0.04532509703558497
20260718,52,6.5,0.23706276807934046,723.2972497940063,4.990978757617995,2.1182717378251255,2.8727070197928697,0.2567242446821183,0.23609894793480635,0.02062529674731195,13.375,12.25,0.75,0.75,0.0,0.6780831864229949,0.25,0.75,0.7083333333333334,0.26151544020774803,0.548500394411222,0.13994031153202788
20260718,56,7.0,0.4054279960691929,771.1362488269806,4.642466074321419,2.0967031503096223,2.5457629240117967,0.2051442638039589,0.23424092400819063,-0.02909666020423174,14.25,12.25,0.875,0.75,-0.125,0.6791788872858477,0.25,0.7916666666666666,0.7083333333333334,0.2559124965220208,0.5789248189171644,0.15101179243256055
20260718,60,7.5,0.20390188414603472,818.3693406581879,4.985019077081233,2.07804001821205,2.906979058869183,0.2638975246809423,0.23209753492847085,0.03179998975247145,13.25,12.25,0.75,0.75,0.0,0.6922997477501183,0.25,0.75,0.7083333333333334,0.24714335990955083,0.5693211059797824,0.1479807012689993
20260718,64,8.0,0.4034617021679878,867.2309293746948,4.9860457591712475,2.063662718050182,2.9223830411210656,0.2651458508335054,0.23081482481211424,0.03433102602139115,13.25,12.25,0.75,0.75,0.0,0.6958162216020541,0.25,0.75,0.7083333333333334,0.24522591978097888,0.5727068555912309,0.14906475113331855
20260718,68,8.5,0.2221016651019454,915.7830696105957,4.616929970681667,2.0629257489927113,2.554004221688956,0.21011266391724348,0.23079798184335232,-0.020685317926108837,14.125,12.25,0.875,0.75,-0.125,0.6962730662490654,0.25,0.7916666666666666,0.7083333333333334,0.23901325694512196,0.6030708402093035,0.16547719988627066
20260718,72,9.0,0.3682070579379797,963.6196665763855,4.6225558668375015,2.0572463148273528,2.5653095520101488,0.2119118170812726,0.23004206037148833,-0.01813024329021573,14.125,12.25,0.875,0.75,-0.125,0.7036484587494732,0.25,0.7916666666666666,0.7083333333333334,0.23844202517839666,0.6053472193968206,0.16349359168205163
20260718,76,9.5,0.08279337175190449,1012.1674406528473,4.644179600756615,2.0685383966192603,2.575641204137355,0.21144815441221,0.23163734003901482,-0.02018918562680483,14.25,12.25,0.875,0.75,-0.125,0.6958908565493616,0.25,0.7916666666666666,0.7083333333333334,0.23306806318694498,0.6071795008686739,0.16145688831312746
20260718,80,10.0,0.526953961700201,1060.6819217205048,4.658228638349101,2.0721382782794535,2.5860903600696474,0.21755611128173769,0.23221568996086717,-0.014659578679129481,14.125,12.25,0.875,0.75,-0.125,0.6998240372948885,0.25,0.7916666666666666,0.7083333333333334,0.22881307076340374,0.618725766613181,0.16296211434960753
