seed,global_step,epoch,training_loss,elapsed_seconds,solver_uncertainty,verifier_uncertainty,uncertainty_gap,solver_accuracy,verifier_accuracy,accuracy_gap,mean_selected_verifier_score,fallback_fraction
20260718,0,0.0,,37.656670808792114,17.987794876098633,17.987794876098633,0.0,0.0,0.0,0.0,0.99999999999943,0.0
20260718,2,0.5,1.8705766797065735,45.502947092056274,27.910027742385864,18.215221881866455,9.69480586051941,0.0,0.0,0.0,0.9999999999999779,0.0
20260718,4,1.0,1.8518915176391602,53.520249366760254,17.899157524108887,17.899157524108887,0.0,0.0,0.0,0.0,0.9999999959239898,0.0
