epsilon_small,epsilon_large,relative_l2_discrepancy,aggregate_cosine,median_absolute_curve_cosine,median_per_replica_cosine,replicas_below_0_9_cosine
0.025,0.05,0.00020204654187958685,0.9999999803530216,0.999999984056978,0.9999999726461037,0
0.05,0.1,0.00014693228400754885,0.9999999955300215,0.9999999955711797,0.9999999951806593,0
