injection_step,observed_horizon,effective_lag_count,peak_mass,last_fifty_lag_mass,endpoint_to_peak_ratio,late_log_magnitude_slope_per_update,signed_to_absolute_ratio
5,10,10.405687103802078,0.1329618625333317,1.0,0.6837230249602954,-0.16435416085379495,0.6352444830127902
10,10,10.873902490827781,0.10074826472277945,0.9999999999999999,0.9023390138679206,-0.038983208792550406,0.2914079055180403
