start_step,js_divergence_bits,total_variation,wasserstein_lags,wasserstein_fraction_of_horizon,js_divergence_bits_control_median,js_divergence_bits_control_95th,total_variation_control_median,total_variation_control_95th,wasserstein_fraction_of_horizon_control_median,wasserstein_fraction_of_horizon_control_95th,js_exceeds_control_95th,tv_exceeds_control_95th,wasserstein_exceeds_control_95th
5,0.06897446285392295,0.25612527041348354,1.1674331660826733,0.11674331660826734,0.044545061016566204,0.044545061016566204,0.20519964734404428,0.20519964734404428,0.11356342418987783,0.11356342418987783,True,True,True
