seed,global_step,epoch,training_loss,elapsed_seconds,solver_uncertainty,verifier_uncertainty,uncertainty_gap,solver_accuracy,verifier_accuracy,accuracy_gap,mean_selected_verifier_score,fallback_fraction,candidate_accuracy,verifier_judgment_accuracy,verifier_brier_score,mean_score_correct_candidates,mean_score_incorrect_candidates
20260718,0,0.0,,67.61424088478088,12.668555200099945,11.95309978723526,0.7154554128646851,0.0,0.0,0.0,0.5735680734186445,0.5,0.0,0.5,0.5051454426403845,nan,0.5425230179497234
20260718,2,0.5,2.421394407749176,78.01644134521484,12.951621025800705,12.22158569097519,0.7300353348255157,0.0,0.0,0.0,0.6444974232347151,0.5,0.0,0.75,0.2832466618659817,nan,0.39919850757543984
20260718,4,1.0,1.6464388370513916,88.8909239768982,15.06408941745758,15.06408941745758,0.0,0.0,0.0,0.0,0.26964999264768025,1.0,0.0,1.0,0.05453560954620229,nan,0.22751183053808968
