injection_step,observed_horizon,effective_lag_count,peak_mass,last_fifty_lag_mass,endpoint_to_peak_ratio,late_log_magnitude_slope_per_update,signed_to_absolute_ratio
5,10,10.5326905325633,0.1274461705236942,0.9999999999999999,0.7133135957115116,-0.14165441649300717,0.20119733107220913
10,10,10.757385662528796,0.10698815794362013,0.9999999999999999,0.8497116776320843,-0.051289040701729884,0.02218195124501211
