run_id,seed,modulus,train_fraction,weight_decay,learning_rate,max_steps,eval_every,batch_size,d_model,heads,layers,ff_width,threads,stage,train_count,test_count,completed_steps,elapsed_seconds,train_fit_step,test_half_step,test_ninety_step,final_train_accuracy,final_test_accuracy,final_test_loss,delayed_generalization
pilot-f0.40-wd0.1,20260720,17,0.4,0.1,0.001,200,20,512,32,4,1,64,4,pilot,116,173,200,1.0519614999939222,200,,,0.9913793103448276,0.023121387283236993,4.622781213308345,False
pilot-f0.50-wd1,20260721,17,0.5,1.0,0.001,200,20,512,32,4,1,64,4,pilot,144,145,200,1.098866200001794,,,,0.9027777777777778,0.05517241379310345,3.6389080179148707,False
confirm-seed20260800,20260800,17,0.5,1.0,0.001,200,20,512,32,4,1,64,4,confirmation,144,145,200,1.1297273999953177,,,,0.9722222222222222,0.35172413793103446,2.7790914601293104,False
confirm-seed20260801,20260801,17,0.5,1.0,0.001,200,20,512,32,4,1,64,4,confirmation,144,145,200,1.1263772999955108,,,,0.9791666666666666,0.12413793103448276,3.471789761247306,False
