run_id,stage,seed,step,train_loss,train_accuracy,train_correct,train_count,test_loss,test_accuracy,test_correct,test_count,parameter_l2_norm,elapsed_seconds
confirm-seed20260800,confirmation,20260800,0,2.828793419731988,0.0625,9,144,2.8518563106142243,0.04827586206896552,7,145,12.112666230087076,0.004407900007208809
confirm-seed20260800,confirmation,20260800,20,2.684411366780599,0.2222222222222222,32,144,2.987963446255388,0.006896551724137931,1,145,11.944762009853994,0.13143170000694226
confirm-seed20260800,confirmation,20260800,40,2.5180770026312933,0.2847222222222222,41,144,3.0955273858432113,0.006896551724137931,1,145,11.836471767999303,0.2599311999947531
confirm-seed20260800,confirmation,20260800,60,2.3257283104790583,0.4027777777777778,58,144,3.1918259193157326,0.0,0,145,11.754175927908639,0.3698166999965906
confirm-seed20260800,confirmation,20260800,80,2.1039585537380643,0.5208333333333334,75,144,3.2858413170123923,0.013793103448275862,2,145,11.682418430048132,0.48642719999770634
confirm-seed20260800,confirmation,20260800,100,1.8421329922146268,0.5833333333333334,84,144,3.2907201306573275,0.020689655172413793,3,145,11.623619876100426,0.589772899998934
confirm-seed20260800,confirmation,20260800,120,1.5087641610039606,0.7291666666666666,105,144,3.0877782361260775,0.12413793103448276,18,145,11.582777726129878,0.7218108999950346
confirm-seed20260800,confirmation,20260800,140,1.2340919706556532,0.8611111111111112,124,144,3.035771863213901,0.15172413793103448,22,145,11.53684072393014,0.8203094000054989
confirm-seed20260800,confirmation,20260800,160,0.9953961902194552,0.8541666666666666,123,144,2.886738112877155,0.23448275862068965,34,145,11.489634982598872,0.9204759999993257
confirm-seed20260800,confirmation,20260800,180,0.7666531668768989,0.9722222222222222,140,144,2.7741406670932114,0.3310344827586207,48,145,11.442006571154458,1.0432010000076843
confirm-seed20260800,confirmation,20260800,200,0.6072611808776855,0.9722222222222222,140,144,2.7790914601293104,0.35172413793103446,51,145,11.39532539100156,1.1664790000068024
