injection_step,observed_horizon,effective_lag_count,peak_mass,last_fifty_lag_mass,endpoint_to_peak_ratio,late_log_magnitude_slope_per_update,signed_to_absolute_ratio
50,300,236.85641926461275,0.012360391438332678,0.3989758730875534,0.5477735519611964,0.009122714274470376,0.40620237627709704
150,300,116.75847181839367,0.0168276244741201,0.7038568318183586,0.8783804813448095,0.02734528869338547,0.44222042246976195
200,300,196.9727046377562,0.011653962596978016,0.2956514848738288,0.41796591251696874,0.011399053017618229,0.4017797048573824
300,300,225.9929895619735,0.007987771247679552,0.17509474946808604,0.4636973390395547,-0.004174758891437719,0.18907269477605432
400,300,283.6942482734982,0.005440525848720419,0.18500077076573646,0.750274511788675,-0.0016425612162696032,0.2531886540427246
500,300,200.07086228023633,0.01085745735982821,0.4394503782988853,0.8668869031563332,0.01531246257673866,0.6271345034225589
