run_id,stage,seed,step,train_loss,train_accuracy,train_correct,train_count,test_loss,test_accuracy,test_correct,test_count,parameter_l2_norm,elapsed_seconds
pilot-f0.40-wd0.1,pilot,20260723,0,4.217476281928591,0.0200445434298441,36,1796,4.213486698007566,0.016338655774229483,44,2693,17.491393455893594,0.050744966999999974
pilot-f0.40-wd0.1,pilot,20260723,50,3.9177822461372496,0.10634743875278396,191,1796,4.42015223568627,0.0051986632008912,14,2693,17.763804610731892,0.9090578059999999
pilot-f0.40-wd0.1,pilot,20260723,100,3.437389620162862,0.21714922048997773,390,1796,4.516827752941654,0.014853323431117713,40,2693,18.379339270654217,1.7615489209999993
pilot-f0.40-wd0.1,pilot,20260723,150,2.785974583275334,0.3724944320712695,669,1796,4.480568110610843,0.04567396955068696,123,2693,19.098217437839686,2.614905489999998
pilot-f0.40-wd0.1,pilot,20260723,200,1.9642242907415786,0.5690423162583519,1022,1796,4.173675185811595,0.10174526550315634,274,2693,19.88738363074673,3.462250283000003
pilot-f0.40-wd0.1,pilot,20260723,250,1.1439187234653396,0.8084632516703786,1452,1796,3.686542112943279,0.21611585592276272,582,2693,20.667191089520998,4.317380329000002
pilot-f0.40-wd0.1,pilot,20260723,300,0.5915985447261275,0.9471046770601337,1701,1796,3.308603450351606,0.3156331229112514,850,2693,21.362964468451114,5.176573900999998
pilot-f0.40-wd0.1,pilot,20260723,350,0.2602044256333519,0.994988864142539,1787,1796,3.143513800971268,0.36984775343483106,996,2693,21.95956830497616,6.026049510000007
pilot-f0.40-wd0.1,pilot,20260723,400,0.11543536451717792,0.9983296213808464,1793,1796,3.1332740372899646,0.3965837356108429,1068,2693,22.43861315399437,6.880246408999994
pilot-f0.40-wd0.1,pilot,20260723,450,0.0528320490915685,1.0,1796,1796,3.1582630496019775,0.4054957296695135,1092,2693,22.818429109858545,7.733399027999994
pilot-f0.40-wd0.1,pilot,20260723,500,0.027461024328966716,1.0,1796,1796,3.2097823422414593,0.41255105829929445,1111,2693,23.13189414250104,8.580779586000006
pilot-f0.40-wd0.1,pilot,20260723,550,0.05359271586870563,0.9977728285077951,1792,1796,3.2989802482709805,0.4058670627552915,1093,2693,23.444645398929875,9.431798375
pilot-f0.40-wd0.1,pilot,20260723,600,0.011708185242650769,1.0,1796,1796,3.228442555061734,0.4214630523579651,1135,2693,23.89958853066201,10.283874345000001
pilot-f0.40-wd0.1,pilot,20260723,650,0.004464650207213676,1.0,1796,1796,3.245663489544653,0.4296323802450798,1157,2693,24.082871302525263,11.133155681999995
pilot-f0.40-wd0.1,pilot,20260723,700,0.0030031068818871854,1.0,1796,1796,3.331142625266896,0.4266617155588563,1149,2693,24.218210557257798,11.994299867999999
pilot-f0.40-wd0.1,pilot,20260723,750,0.0020196955559779383,1.0,1796,1796,3.416271823071389,0.42851838098774603,1154,2693,24.388375655472405,12.842504242000004
pilot-f0.40-wd0.1,pilot,20260723,800,0.0013018976606611154,1.0,1796,1796,3.505211717879688,0.4296323802450798,1157,2693,24.58754005190918,13.686833407999998
pilot-f0.40-wd0.1,pilot,20260723,850,0.0007966947316592414,1.0,1796,1796,3.584448088069764,0.43148904567396956,1162,2693,24.80904991983305,14.532836017999998
pilot-f0.40-wd0.1,pilot,20260723,900,0.0005895400498651449,1.0,1796,1796,3.6710831974679725,0.4355737096175269,1173,2693,25.039949588322695,15.369297227000004
pilot-f0.40-wd0.1,pilot,20260723,950,0.00029759706394178565,1.0,1796,1796,3.7565793767986446,0.4389157073895284,1182,2693,25.301536415775626,16.216069046
pilot-f0.40-wd0.1,pilot,20260723,1000,0.00016943262454396102,1.0,1796,1796,3.8346479878388413,0.43594504270330486,1174,2693,25.529070778801994,17.056002909
pilot-f0.40-wd0.1,pilot,20260723,1050,0.035597312689358514,0.9955456570155902,1788,1796,3.609521321191515,0.42888971407352394,1155,2693,25.77501450916082,17.893437078999995
pilot-f0.40-wd0.1,pilot,20260723,1100,0.001318447839443827,1.0,1796,1796,3.189591558989742,0.45562569624953586,1227,2693,25.87885195506896,18.732765314000005
pilot-f0.40-wd0.1,pilot,20260723,1150,0.000631822642345471,1.0,1796,1796,3.1608923888321576,0.46119569253620496,1242,2693,25.810804791754926,19.582085997000007
pilot-f0.40-wd0.1,pilot,20260723,1200,0.0004531635938083674,1.0,1796,1796,3.1640781837460548,0.4630523579650947,1247,2693,25.741196595450305,20.428460101
pilot-f0.40-wd0.1,pilot,20260723,1250,0.0003365852718629391,1.0,1796,1796,3.186109495393149,0.4656516895655403,1254,2693,25.686975156425675,21.272027171000005
pilot-f0.40-wd0.1,pilot,20260723,1300,0.0002502042526391673,1.0,1796,1796,3.224917338499118,0.4649090233939844,1252,2693,25.652632685822944,21.941853542000004
pilot-f0.40-wd0.1,pilot,20260723,1350,0.00018453900028177783,1.0,1796,1796,3.275325442263507,0.4634236910508726,1248,2693,25.642127231978154,22.470578876000005
pilot-f0.40-wd0.1,pilot,20260723,1400,0.00013490274283031048,1.0,1796,1796,3.335556738535091,0.4656516895655403,1254,2693,25.660247609566653,22.996465251000004
pilot-f0.40-wd0.1,pilot,20260723,1450,9.715860763477589e-05,1.0,1796,1796,3.402600401358847,0.4626810248793167,1246,2693,25.709216704442177,23.522650018999997
pilot-f0.40-wd0.1,pilot,20260723,1500,6.869300071540017e-05,1.0,1796,1796,3.4888148599958226,0.4623096917935388,1245,2693,25.79017159513759,24.049239117
pilot-f0.40-wd0.1,pilot,20260723,1550,4.748932038224354e-05,1.0,1796,1796,3.573019985987978,0.4630523579650947,1247,2693,25.90195247319454,24.589128486000007
pilot-f0.40-wd0.1,pilot,20260723,1600,3.182331726519196e-05,1.0,1796,1796,3.65458289938614,0.4641663572224285,1250,2693,26.04170123248091,25.121028515000006
pilot-f0.40-wd0.1,pilot,20260723,1650,2.098512236352487e-05,1.0,1796,1796,3.7413438413827516,0.4604530263646491,1240,2693,26.204940494737247,25.656484285000005
pilot-f0.40-wd0.1,pilot,20260723,1700,1.3586155497749027e-05,1.0,1796,1796,3.833763714665336,0.4597103601930932,1238,2693,26.388366343016106,26.185946927000003
pilot-f0.40-wd0.1,pilot,20260723,1750,8.557068561525282e-06,1.0,1796,1796,3.9399006103787597,0.46156702562198293,1243,2693,26.58416083346818,26.711906135000007
pilot-f0.40-wd0.1,pilot,20260723,1800,5.408670371585009e-06,1.0,1796,1796,4.041923197148858,0.4589676940215373,1236,2693,26.789322101653323,27.237814236000006
