run_id,stage,seed,step,train_loss,train_accuracy,train_correct,train_count,test_loss,test_accuracy,test_correct,test_count,parameter_l2_norm,elapsed_seconds
confirm-seed20260802,confirmation,20260802,0,4.215489354236266,0.016332590942835932,22,1347,4.223195814767664,0.014322087842138766,45,3142,17.517023819536465,0.050696972999986656
confirm-seed20260802,confirmation,20260802,50,3.7736604346464366,0.14105419450631032,190,1347,4.461205572933243,0.0019096117122851686,6,3142,17.103476249804388,0.9195259589999978
confirm-seed20260802,confirmation,20260802,100,3.2423107484224203,0.2635486265775798,355,1347,4.718572527947963,0.003182686187141948,10,3142,17.045009096445256,1.8046886939999922
confirm-seed20260802,confirmation,20260802,150,2.6229142016982183,0.42316258351893093,570,1347,4.940607314956636,0.00732017823042648,23,3142,17.207321937435186,2.6564978029999793
confirm-seed20260802,confirmation,20260802,200,1.9070023591198033,0.6243504083147736,841,1347,5.157259663679583,0.014322087842138766,45,3142,17.452506857624126,3.5131543809999926
confirm-seed20260802,confirmation,20260802,250,1.23571786406134,0.8210838901262064,1106,1347,5.420776600294398,0.02132399745385105,67,3142,17.697791300663205,4.364956382999992
confirm-seed20260802,confirmation,20260802,300,0.7543251133885486,0.9435783221974758,1271,1347,5.60374748866168,0.031826861871419476,100,3142,17.927796421853795,5.219476923000002
confirm-seed20260802,confirmation,20260802,350,0.44082707303846513,0.9821826280623608,1323,1347,5.819904096713876,0.039147040101845956,123,3142,18.12502269932285,6.080985222999999
confirm-seed20260802,confirmation,20260802,400,0.2626860235563985,0.9985152190051967,1345,1347,6.049117488363303,0.04614894971355824,145,3142,18.288109658166256,6.936192245000001
confirm-seed20260802,confirmation,20260802,450,0.1752906804980396,0.9985152190051967,1345,1347,6.180808277967855,0.04742202418841502,149,3142,18.418516866034174,7.796196456999979
confirm-seed20260802,confirmation,20260802,500,0.1148858923512029,1.0,1347,1347,6.2550820411958945,0.053787396562698916,169,3142,18.57922206701732,8.65121705499999
