injection_step,observed_horizon,discrete_entropy_nats,effective_lag_count,peak_mass,last_ten_lag_mass,signed_to_absolute_ratio
4,3,1.3693181276321411,3.9326682032359987,0.28876635432243347,1.0,0.1584518998861313
