condition,step,epoch_equivalent,available_source_bits,information_lower_bound_bits,information_ci_low,information_ci_high,information_increment_proxy_bits,code_accuracy,code_loss_nats
closed,0,0.0,16,-0.056252485052008944,-0.08311838538463626,-0.020884790782520382,0.0,0.48583984375,3.6315789222717285
open,0,0.0,16,-0.056252485052008944,-0.08879146173879165,-0.030745328808612343,0.0,0.48583984375,3.6315789222717285
