family,regime,window,noise,horizon_bin,count,class_accuracy,forecast_success_rate,median_radius_error,median_forecast_nrmse,p90_forecast_nrmse
finite_horizon,post_lag,32,0.001,0.5_to_1,10038,0.0031878860330743176,0.0,0.513171134571,0.204399404742,0.256217286752
finite_horizon,post_lag,32,0.001,1_to_2,81233,0.00853101572021223,0.0,0.138985528167,0.985860051544,1.00284110444
finite_horizon,post_lag,32,0.001,ge_2,56490,0.35540803682067623,0.2082492476544521,0.132819732263,0.477933300043,0.856257799324
finite_horizon,post_lag,32,1e-05,0.5_to_1,10038,0.0031878860330743176,0.0,0.513197394655,0.204399404742,0.256217286752
finite_horizon,post_lag,32,1e-05,1_to_2,81233,0.00853101572021223,0.0,0.138994333087,0.985860860769,1.002841477
finite_horizon,post_lag,32,1e-05,ge_2,56490,0.3565763852009205,0.20881571959638875,0.132680495465,0.478015058424,0.856257838114
finite_horizon,post_lag,32,1e-08,0.5_to_1,10038,0.0031878860330743176,0.0,0.513191431334,0.204399404742,0.256217286752
finite_horizon,post_lag,32,1e-08,1_to_2,81233,0.00853101572021223,0.0,0.13899393496,0.985860868646,1.00284142048
finite_horizon,post_lag,32,1e-08,ge_2,56490,0.3565763852009205,0.20881571959638875,0.132682552862,0.478017416113,0.856257850934
finite_horizon,post_lag,64,0,1_to_2,10038,0.0031878860330743176,0.0,0.020604011273,0.210054729643,0.290491552554
finite_horizon,post_lag,64,0,ge_2,137723,0.25774198935544534,0.14018718732528335,0.0697487057159,0.669210434887,0.993539324585
finite_horizon,post_lag,64,0.001,1_to_2,10038,0.0031878860330743176,0.0,0.0207588607147,0.210068225888,0.290491765174
finite_horizon,post_lag,64,0.001,ge_2,137723,0.25771294555012597,0.1401436216173043,0.0698255822893,0.669210474656,0.99353936577
finite_horizon,post_lag,64,1e-05,1_to_2,10038,0.0031878860330743176,0.0,0.0206035286566,0.210054729643,0.290491551149
finite_horizon,post_lag,64,1e-05,ge_2,137723,0.25774198935544534,0.14018718732528335,0.0697488741014,0.669210431721,0.993539325047
finite_horizon,post_lag,64,1e-08,1_to_2,10038,0.0031878860330743176,0.0,0.0206040125658,0.210054729643,0.290491552554
finite_horizon,post_lag,64,1e-08,ge_2,137723,0.25774198935544534,0.14018718732528335,0.0697487041758,0.669210434893,0.993539324586
immediate,origin,8,0,ge_2,17556,1.0,1.0,0.00770040249844,7.06701664043e-05,7.06701664043e-05
immediate,origin,8,0.001,ge_2,17556,1.0,1.0,0.00839752744149,8.01096080238e-05,0.00108522871617
immediate,origin,8,1e-05,ge_2,17556,1.0,1.0,0.00770064471477,7.06742595414e-05,7.12185907784e-05
immediate,origin,8,1e-08,ge_2,17556,1.0,1.0,0.00770040389129,7.06701820931e-05,7.06707216203e-05
immediate,origin,16,0,ge_2,17556,1.0,1.0,1.13316776984e-06,1.01228167896e-10,1.01228167896e-10
immediate,origin,16,0.001,ge_2,17556,1.0,1.0,0.0971694015204,7.76909602735e-06,7.77367574529e-06
immediate,origin,16,1e-05,ge_2,17556,0.9998860788334473,1.0,0.00732885192742,1.21628427355e-06,1.22290009522e-06
immediate,origin,16,1e-08,ge_2,17556,1.0,1.0,1.17800170496e-06,1.09857228305e-10,2.36980429135e-10
immediate,origin,32,0,ge_2,17556,1.0,1.0,1.12295536053e-06,2.93538109005e-14,2.93538109005e-14
immediate,origin,32,0.001,ge_2,17556,1.0,1.0,0.0971681527251,1.75784217079e-10,1.757884616e-10
immediate,origin,32,1e-05,ge_2,17556,1.0,1.0,0.0971701305433,1.75784271204e-10,1.7578431561e-10
immediate,origin,32,1e-08,ge_2,17556,1.0,1.0,0.00734408625616,5.78513999746e-11,5.78515954865e-11
immediate,origin,64,0,ge_2,17556,1.0,1.0,0.0971701371937,5.56507933455e-14,5.56507933455e-14
immediate,origin,64,0.001,ge_2,17556,1.0,1.0,0.0971725963594,5.56507933455e-14,5.56507933455e-14
immediate,origin,64,1e-05,ge_2,17556,1.0,1.0,0.0971701136716,5.56507933455e-14,5.56507933455e-14
immediate,origin,64,1e-08,ge_2,17556,1.0,1.0,0.0971701371688,5.56507933455e-14,5.56507933455e-14
immediate,post_lag,8,0,ge_2,17556,1.0,1.0,0.00189226394156,2.00452809705e-05,2.00452809705e-05
immediate,post_lag,8,0.001,ge_2,17556,1.0,1.0,0.0399343083065,0.000727909154375,0.000742669397472
immediate,post_lag,8,1e-05,ge_2,17556,1.0,1.0,0.00189199140178,2.00442916353e-05,2.07180683894e-05
immediate,post_lag,8,1e-08,ge_2,17556,1.0,1.0,0.00189226339387,2.00452781395e-05,2.0045961167e-05
immediate,post_lag,16,0,ge_2,17556,1.0,1.0,6.82448817457e-08,7.61513445699e-12,7.61513445699e-12
immediate,post_lag,16,0.001,ge_2,17556,1.0,1.0,0.0401770952502,7.13869011899e-06,7.16794365467e-06
immediate,post_lag,16,1e-05,ge_2,17556,1.0,1.0,0.00178242839883,3.83622043465e-07,3.90435497917e-07
immediate,post_lag,16,1e-08,ge_2,17556,1.0,1.0,5.54803089359e-07,7.76630742914e-11,1.97942344277e-10
immediate,post_lag,32,0,ge_2,17556,1.0,1.0,6.75827412366e-08,7.35210611408e-14,7.35210611408e-14
immediate,post_lag,32,0.001,ge_2,17556,1.0,1.0,0.0401838267686,2.0590023658e-10,2.06135411155e-10
immediate,post_lag,32,1e-05,ge_2,17556,1.0,1.0,0.0401827549972,2.05899140311e-10,2.05901556501e-10
immediate,post_lag,32,1e-08,ge_2,17556,1.0,1.0,0.00178199427455,2.02681606591e-11,2.0268387123e-11
immediate,post_lag,64,0,ge_2,17556,1.0,1.0,0.0401827521125,1.49131222644e-13,1.49131222644e-13
immediate,post_lag,64,0.001,ge_2,17556,1.0,1.0,0.0401840967219,1.49131222644e-13,1.49131222646e-13
immediate,post_lag,64,1e-05,ge_2,17556,1.0,1.0,0.0401827776379,1.49131222644e-13,1.49131222644e-13
immediate,post_lag,64,1e-08,ge_2,17556,1.0,1.0,0.0401827521075,1.49131222644e-13,1.49131222644e-13
random_split,origin,8,0,0.5_to_1,84409,0.1617718489734507,0.4988686040588089,0.708336594324,0.101414203597,0.233535974456
random_split,origin,8,0,1_to_2,46474,0.1809183629556311,0.5012910444549641,0.663946030173,0.101239787463,0.324117483347
random_split,origin,8,0,ge_2,4217,0.3635285748162201,0.5854873132558691,0.390370570165,0.067106353823,0.320642258096
random_split,origin,8,0,lt_0.5,14832,0.12216828478964402,0.4515237324703344,0.77899022077,0.110257848495,0.21714873635
random_split,origin,8,0.001,0.5_to_1,84409,0.16179554312928715,0.4988330628250542,0.708367619301,0.101423349975,0.233535974456
random_split,origin,8,0.001,1_to_2,46474,0.17992856220682532,0.5000430348151654,0.663675897676,0.101323759046,0.324090433039
random_split,origin,8,0.001,ge_2,4217,0.3635285748162201,0.5854873132558691,0.390760733529,0.0668064807629,0.320642258099
random_split,origin,8,0.001,lt_0.5,14832,0.12216828478964402,0.4515237324703344,0.779183382844,0.110257848484,0.21714873635
random_split,origin,8,1e-05,0.5_to_1,84409,0.16176000189553247,0.4988686040588089,0.708332887525,0.101414203727,0.233535974456
random_split,origin,8,1e-05,1_to_2,46474,0.1809183629556311,0.5012910444549641,0.6639402986,0.101239787472,0.324117483345
random_split,origin,8,1e-05,ge_2,4217,0.3635285748162201,0.5854873132558691,0.390373699789,0.0671034085795,0.320642258096
random_split,origin,8,1e-05,lt_0.5,14832,0.12216828478964402,0.4515237324703344,0.778987292372,0.110257848496,0.21714873635
random_split,origin,8,1e-08,0.5_to_1,84409,0.1617718489734507,0.4988686040588089,0.708336597861,0.101414203597,0.233535974456
random_split,origin,8,1e-08,1_to_2,46474,0.1809183629556311,0.5012910444549641,0.663946033694,0.101239787463,0.324117483347
random_split,origin,8,1e-08,ge_2,4217,0.3635285748162201,0.5854873132558691,0.390370573833,0.0671063506912,0.320642258096
random_split,origin,8,1e-08,lt_0.5,14832,0.12216828478964402,0.4515237324703344,0.778990224065,0.110257848495,0.21714873635
random_split,origin,16,0,0.5_to_1,14832,0.12270765911542611,0.7967233009708737,0.799194016043,0.0480007491356,0.132815445317
random_split,origin,16,0,1_to_2,84409,0.16869054247769788,0.8202916750583469,0.72913469214,0.0372066713287,0.139429751252
random_split,origin,16,0,ge_2,50691,0.20630881221518613,0.7708666232664576,0.624309565864,0.0322270859033,0.226359764305
random_split,origin,16,0.001,0.5_to_1,14832,0.12264023732470335,0.7965884573894283,0.799019662768,0.0480349905069,0.133024852201
random_split,origin,16,0.001,1_to_2,84409,0.16853653046476086,0.8202679809025104,0.72913912285,0.0372257170107,0.139493515368
random_split,origin,16,0.001,ge_2,50691,0.2036850723008029,0.7709652601053442,0.625307082372,0.0323622550986,0.226352806541
random_split,origin,16,1e-05,0.5_to_1,14832,0.12270765911542611,0.7967233009708737,0.799194914092,0.0480007491356,0.132815445317
random_split,origin,16,1e-05,1_to_2,84409,0.16869054247769788,0.8202916750583469,0.729135908366,0.0372066713294,0.139429751252
random_split,origin,16,1e-05,ge_2,50691,0.20634826695074077,0.7708863506342348,0.624309799946,0.0322305209925,0.226359764462
random_split,origin,16,1e-08,0.5_to_1,14832,0.12270765911542611,0.7967233009708737,0.799194018637,0.0480007491356,0.132815445317
random_split,origin,16,1e-08,1_to_2,84409,0.16869054247769788,0.8202916750583469,0.729134691092,0.0372066713287,0.139429751252
random_split,origin,16,1e-08,ge_2,50691,0.20630881221518613,0.7708666232664576,0.624309564458,0.0322270907567,0.226359764324
random_split,origin,32,0,1_to_2,14832,0.1281688241639698,0.9715480043149946,0.796844822259,0.00787451433485,0.0526993830325
random_split,origin,32,0,ge_2,135100,0.21191709844559586,0.9421983715766099,0.687907494372,0.0037815450875,0.0585496876248
random_split,origin,32,0.001,1_to_2,14832,0.12715749730312836,0.9716154261057174,0.797236397986,0.00787451433485,0.0526993830325
random_split,origin,32,0.001,ge_2,135100,0.19627683197631385,0.9421761658031088,0.687985454538,0.00376651545735,0.0582342677204
random_split,origin,32,1e-05,1_to_2,14832,0.1281688241639698,0.9715480043149946,0.796846354274,0.00787451433485,0.0526993830325
random_split,origin,32,1e-05,ge_2,135100,0.20917098445595855,0.9421983715766099,0.687712288025,0.0037815450875,0.0585496876248
random_split,origin,32,1e-08,1_to_2,14832,0.1281688241639698,0.9715480043149946,0.796844822378,0.00787451433485,0.0526993830325
random_split,origin,32,1e-08,ge_2,135100,0.21191709844559586,0.9421983715766099,0.687907494122,0.0037815450875,0.0585496876248
random_split,origin,64,0,ge_2,149932,0.26003121415041486,0.9939572606248166,0.678719321513,5.49233005161e-05,0.00692491509885
random_split,origin,64,0.001,ge_2,149932,0.20451271242963476,0.9939172424832591,0.694485443896,7.37529169875e-05,0.00688872830828
random_split,origin,64,1e-05,ge_2,149932,0.23770776085158604,0.9939572606248166,0.681343097479,5.51866055459e-05,0.00692491509885
random_split,origin,64,1e-08,ge_2,149932,0.25594936371154925,0.9939572606248166,0.678719324626,5.49233005161e-05,0.00692491509885
random_split,post_lag,8,0,0.5_to_1,84409,0.3866412349394022,0.4643462190050824,0.388083931328,0.11264093055,0.317554710249
random_split,post_lag,8,0,1_to_2,46474,0.346623918750269,0.46983259456900633,0.423019269928,0.110438565181,0.412596161867
random_split,post_lag,8,0,ge_2,4217,0.4164097699786578,0.5776618449134456,0.303505732443,0.0696418182522,0.386941920405
random_split,post_lag,8,0,lt_0.5,14832,0.3794498381877023,0.42583603020496225,0.32995406198,0.143996659639,0.362288981736
random_split,post_lag,8,0.001,0.5_to_1,84409,0.3863332109135282,0.4640618891350448,0.390412701861,0.112969482387,0.317888432915
random_split,post_lag,8,0.001,1_to_2,46474,0.34630115763652797,0.4694883160476826,0.422894614612,0.110527751328,0.412640740928
random_split,post_lag,8,0.001,ge_2,4217,0.4145126867441309,0.5776618449134456,0.303637082724,0.0695456054642,0.386941920407
random_split,post_lag,8,0.001,lt_0.5,14832,0.37985436893203883,0.4262405609492988,0.329732315961,0.143696646052,0.362179013005
random_split,post_lag,8,1e-05,0.5_to_1,84409,0.3866767761731569,0.46436991316091886,0.388082030989,0.112640930645,0.31755469114
random_split,post_lag,8,1e-05,1_to_2,46474,0.3466454361578517,0.46983259456900633,0.423018496316,0.1104367769,0.412596161914
random_split,post_lag,8,1e-05,ge_2,4217,0.4164097699786578,0.5776618449134456,0.303506953818,0.0696401396105,0.386941920405
random_split,post_lag,8,1e-05,lt_0.5,14832,0.3794498381877023,0.42583603020496225,0.329953463609,0.143996659651,0.362288982046
random_split,post_lag,8,1e-08,0.5_to_1,84409,0.3866412349394022,0.4643462190050824,0.388083932258,0.11264093055,0.317554710272
random_split,post_lag,8,1e-08,1_to_2,46474,0.346623918750269,0.46983259456900633,0.423019269894,0.110438563039,0.412596161867
random_split,post_lag,8,1e-08,ge_2,4217,0.4164097699786578,0.5776618449134456,0.303505733649,0.0696418166916,0.386941920405
random_split,post_lag,8,1e-08,lt_0.5,14832,0.3794498381877023,0.42583603020496225,0.329954061833,0.143996659639,0.362288981736
random_split,post_lag,16,0,0.5_to_1,14832,0.7833063646170443,0.8708872707659115,0.00247006932477,0.00811267866036,0.131905870516
random_split,post_lag,16,0,1_to_2,84409,0.7280029380753237,0.899323531850869,0.00472836397392,0.00933706115321,0.111000521621
random_split,post_lag,16,0,ge_2,50691,0.6216685407666055,0.8558915783866958,0.0106886991381,0.0149287546528,0.122069059552
random_split,post_lag,16,0.001,0.5_to_1,14832,0.7729908306364617,0.8696736785329018,0.00272890441833,0.00863574118411,0.131395220876
random_split,post_lag,16,0.001,1_to_2,84409,0.7183120283382104,0.898861495812058,0.0050425374624,0.00948925151022,0.112584501915
random_split,post_lag,16,0.001,ge_2,50691,0.6165788798800576,0.8556745773411454,0.012606301748,0.0151423073926,0.12226949101
random_split,post_lag,16,1e-05,0.5_to_1,14832,0.7833063646170443,0.8708872707659115,0.00246951797539,0.00813395438025,0.131905870516
