worker,schema_index,family,schema,max_lag,branch_count,window,window_start,regime,horizon_ratio,horizon_bin,noise,true_radius,true_class,estimated_order,recovered_radius,recovered_class,radius_error,class_correct,forecast_nrmse,forecast_success,signal_rms
13,938,random_split,3:1;4:4;5:5;6:22;7:1;8:30,8,63,8,8,post_lag,1,1_to_2,1e-08,0.877910945383,alternating,1,1.05488613385,alternating,0.176975188463,1,2.33710360504,0,0.16035730693
13,938,random_split,3:1;4:4;5:5;6:22;7:1;8:30,8,63,8,8,post_lag,1,1_to_2,1e-05,0.877910945383,alternating,1,1.05488574471,alternating,0.176974799326,1,2.33707501447,0,0.16035730693
13,938,random_split,3:1;4:4;5:5;6:22;7:1;8:30,8,63,8,8,post_lag,1,1_to_2,0.001,0.877910945383,alternating,1,1.05487955521,alternating,0.176968609828,1,2.33446257346,0,0.16035730693
10,13533,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;11:4,11,24,8,11,post_lag,0.727272727273,0.5_to_1,0.001,0.739913299656,ringing,1,1.06870488702,alternating,0.328791587368,0,2.27063528845,0,0.0112143531378
10,13533,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;11:4,11,24,8,11,post_lag,0.727272727273,0.5_to_1,0,0.739913299656,ringing,1,1.06867201471,alternating,0.328758715059,0,2.2693156446,0,0.0112143531378
10,13533,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;11:4,11,24,8,11,post_lag,0.727272727273,0.5_to_1,1e-08,0.739913299656,ringing,1,1.06867201178,alternating,0.328758712124,0,2.26931549892,0,0.0112143531378
10,13533,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;11:4,11,24,8,11,post_lag,0.727272727273,0.5_to_1,1e-05,0.739913299656,ringing,1,1.0686703641,alternating,0.328757064447,0,2.26924478712,0,0.0112143531378
10,13543,random_split,2:2;4:3;5:6;6:3;7:6;8:4;9:8,9,32,8,9,post_lag,0.888888888889,0.5_to_1,1e-08,0.73993649323,ringing,1,1.06703597661,alternating,0.327099483377,0,1.94857378515,0,0.0206705479179
10,13543,random_split,2:2;4:3;5:6;6:3;7:6;8:4;9:8,9,32,8,9,post_lag,0.888888888889,0.5_to_1,0,0.73993649323,ringing,1,1.06703597601,alternating,0.327099482784,0,1.94857374378,0,0.0206705479179
10,13543,random_split,2:2;4:3;5:6;6:3;7:6;8:4;9:8,9,32,8,9,post_lag,0.888888888889,0.5_to_1,1e-05,0.73993649323,ringing,1,1.0670348772,alternating,0.327098383972,0,1.9485269739,0,0.0206705479179
10,13543,random_split,2:2;4:3;5:6;6:3;7:6;8:4;9:8,9,32,8,9,post_lag,0.888888888889,0.5_to_1,0.001,0.73993649323,ringing,1,1.06702382109,alternating,0.327087327862,0,1.94721999321,0,0.0206705479179
15,8773,random_split,2:2;4:2;5:5;6:6;7:16,7,31,8,7,post_lag,1.14285714286,1_to_2,1e-05,0.780886173443,ringing,1,1.04442932313,alternating,0.263543149691,0,1.89401276824,0,0.0698182525198
15,8773,random_split,2:2;4:2;5:5;6:6;7:16,7,31,8,7,post_lag,1.14285714286,1_to_2,0,0.780886173443,ringing,1,1.04442894793,alternating,0.263542774483,0,1.89399597822,0,0.0698182525198
15,8773,random_split,2:2;4:2;5:5;6:6;7:16,7,31,8,7,post_lag,1.14285714286,1_to_2,1e-08,0.780886173443,ringing,1,1.04442894679,alternating,0.26354277335,0,1.89399594585,0,0.0698182525198
15,8773,random_split,2:2;4:2;5:5;6:6;7:16,7,31,8,7,post_lag,1.14285714286,1_to_2,0.001,0.780886173443,ringing,1,1.04434526219,alternating,0.263459088747,0,1.89121431254,0,0.0698182525198
6,2425,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;10:1;11:2,11,23,8,11,post_lag,0.727272727273,0.5_to_1,0.001,0.728213403144,ringing,1,1.07542347231,alternating,0.347210069171,0,1.83717524651,0,0.00992582754318
6,2425,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;10:1;11:2,11,23,8,11,post_lag,0.727272727273,0.5_to_1,0,0.728213403144,ringing,1,1.07526420568,alternating,0.347050802536,0,1.8322573013,0,0.00992582754318
6,2425,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;10:1;11:2,11,23,8,11,post_lag,0.727272727273,0.5_to_1,1e-08,0.728213403144,ringing,1,1.07526420557,alternating,0.347050802428,0,1.83225729687,0,0.00992582754318
6,2425,random_split,2:2;4:4;5:6;6:1;7:5;8:1;9:1;10:1;11:2,11,23,8,11,post_lag,0.727272727273,0.5_to_1,1e-05,0.728213403144,ringing,1,1.07526140601,alternating,0.347048002865,0,1.83212587927,0,0.00992582754318
28,3264,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,0.001,0.987757517863,alternating,1,1.05711769807,alternating,0.0693601802064,1,1.80265226845,0,1.04127927827
30,10114,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,0.001,0.987757517863,alternating,1,1.05681064273,alternating,0.0690531248633,1,1.78739346506,0,1.04127927827
