epsilon_small,epsilon_large,relative_l2_discrepancy,aggregate_cosine,median_absolute_curve_cosine,median_per_replica_cosine,replicas_below_0_9_cosine
0.025,0.05,2.307607019721525,-0.03470406656167444,0.9998809303406323,0.9999371451904934,5
0.05,0.1,3.124053698808912,0.1513991271726295,0.9998513219034679,0.9999792767786007,6
