start_step,js_divergence_bits,total_variation,wasserstein_lags,wasserstein_fraction_of_horizon,js_divergence_bits_control_median,js_divergence_bits_control_95th,total_variation_control_median,total_variation_control_95th,wasserstein_fraction_of_horizon_control_median,wasserstein_fraction_of_horizon_control_95th,js_exceeds_control_95th,tv_exceeds_control_95th,wasserstein_exceeds_control_95th
50,0.236142996699523,0.4669838738711331,33.32088446820795,0.16660442234103975,0.14056490203318867,0.19692397155016286,0.3334920340300181,0.41309326206050606,0.1497468859850466,0.18768806602583357,True,True,False
200,0.31924429263024273,0.5853000000437314,37.330451485467705,0.1866522574273385,0.2765733127077948,0.5461681316573206,0.5270440237587981,0.7489675603126555,0.18510883167538922,0.4765375570318095,False,False,False
400,0.29762648201101627,0.5169673593708556,40.00875119393518,0.2000437559696759,0.08445485999227659,0.15687538887916838,0.25101457384741677,0.3762032245092743,0.060117005617537786,0.13772488041013964,True,True,True
