start_step,aggregation,js_divergence_bits,total_variation,wasserstein_lags,wasserstein_fraction_of_horizon
50,mean,0.236142996699523,0.4669838738711331,33.32088446820795,0.16660442234103975
50,median,0.08990124933790959,0.2865668992282186,18.142094770696282,0.09071047385348141
50,trimmed_mean,0.08261639486559472,0.27389667565967113,17.406104386513753,0.08703052193256877
200,mean,0.31924429263024273,0.5853000000437314,37.330451485467705,0.1866522574273385
200,median,0.08567365143006077,0.26733265550247143,17.203950594226683,0.08601975297113341
200,trimmed_mean,0.1134464119768701,0.3116074184454397,22.93150540395843,0.11465752701979215
400,mean,0.29762648201101627,0.5169673593708556,40.00875119393518,0.2000437559696759
400,median,0.10222566220648599,0.2890678428972635,19.597836113691002,0.09798918056845501
400,trimmed_mean,0.5467868782969102,0.7602675863903943,56.5160066680124,0.282580033340062
