start_step,second_step,block_length,js_divergence_bits,total_variation,wasserstein_lags,wasserstein_fraction_of_horizon,js_ci_low,js_ci_high,tv_ci_low,tv_ci_high,wasserstein_ci_low,wasserstein_ci_high
50,150,100,0.236142996699523,0.4669838738711331,33.32088446820795,0.16660442234103975,0.07209180302412198,0.30385066176399766,0.24608760934883606,0.5487888646739091,0.0791854474432897,0.21282665294596181
200,300,100,0.31924429263024273,0.5853000000437314,37.330451485467705,0.1866522574273385,0.15268203392629384,0.5177950015959321,0.3682870925661436,0.7488939792152353,0.10283007599022045,0.2214650402864619
400,500,100,0.29762648201101627,0.5169673593708556,40.00875119393518,0.2000437559696759,0.22343435174066878,0.4785412242612955,0.44597697934609487,0.674315202424701,0.15535677113728838,0.277675022740194
