injection_step,observed_horizon,effective_lag_count,peak_mass,last_fifty_lag_mass,endpoint_to_peak_ratio,late_log_magnitude_slope_per_update,signed_to_absolute_ratio
50,300,278.6069555709938,0.008218058562236763,0.25379914032819195,0.6096792093612478,0.004895092400920783,0.331389345460117
150,300,174.47551279005174,0.023640642362516576,0.39412051860109354,0.5309764189295949,0.013840362930698935,0.7742049253966007
200,300,227.9822722810925,0.016147174895285277,0.3270884860455174,0.37184244262067156,0.013345664796948879,0.5086001821575753
300,300,146.42373866025275,0.01290141417655232,0.5212528058105701,0.8566490634208725,0.01380053792791567,0.5127430536908246
400,300,172.74330905809956,0.008626840375704761,0.340290926421794,0.8534471445678458,0.0023359577768083317,0.2820006882798632
500,300,274.00767817294593,0.005595183227537482,0.14913639991383287,0.5027587574095933,-0.001728960843857423,0.21317252872859438
