worker,schema_index,family,schema,max_lag,branch_count,window,window_start,regime,noise,true_radius,true_class,estimated_order,recovered_radius,recovered_class,radius_error,class_correct,forecast_nrmse,forecast_success,signal_rms
0,1656,finite_horizon,13:5446;14:46;15:10892,15,16384,24,15,post_lag,1e-05,0.997853758753,ringing,1,0.971220653629,alternating,0.0266331051238,0,1.01488317897,0,2.22177538834
18,8341,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,0.001,0.997826532185,ringing,1,0.971223101517,alternating,0.0266034306672,0,1.0148830893,0,2.22160268528
5,1891,finite_horizon,13:5446;14:46;15:10892,15,16384,24,15,post_lag,1e-05,0.997853758753,ringing,1,0.971221239866,alternating,0.0266325188867,0,1.01488308496,0,2.22177538834
22,2918,finite_horizon,13:5449;14:37;15:10898,15,16384,24,15,post_lag,0.001,0.99793538084,ringing,1,0.971283871002,alternating,0.0266515098386,0,1.01487947963,0,2.22229425474
18,8341,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,1e-05,0.997826532185,ringing,1,0.971185086538,alternating,0.0266414456465,0,1.01487936879,0,2.22160268528
14,12762,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,1e-05,0.997826532185,ringing,1,0.971185595152,alternating,0.0266409370325,0,1.01487924699,0,2.22160268528
14,12762,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,1e-08,0.997826532185,ringing,1,0.971185267602,alternating,0.0266412645823,0,1.01487896862,0,2.22160268528
18,8341,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,0,0.997826532185,ringing,1,0.971185267608,alternating,0.0266412645765,0,1.01487896855,0,2.22160268528
14,12762,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,0,0.997826532185,ringing,1,0.971185267608,alternating,0.0266412645765,0,1.01487896855,0,2.22160268528
18,8341,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,1e-08,0.997826532185,ringing,1,0.971185267612,alternating,0.0266412645724,0,1.01487896843,0,2.22160268528
24,15424,finite_horizon,13:5456;14:16;15:10912,15,16384,24,15,post_lag,0.001,0.998125497189,ringing,1,0.971614899427,alternating,0.0265105977619,0,1.01487873598,0,2.22350939663
31,7982,finite_horizon,13:5438;14:70;15:10876,15,16384,24,15,post_lag,0.001,0.997635676605,ringing,1,0.970933013227,alternating,0.0267026633773,0,1.01487587355,0,2.22039726888
26,15381,finite_horizon,13:5444;14:52;15:10888,15,16384,24,15,post_lag,1e-05,0.997799296002,ringing,1,0.97114973053,alternating,0.0266495654724,0,1.01487489517,0,2.22143010797
30,13335,finite_horizon,13:5444;14:52;15:10888,15,16384,24,15,post_lag,0,0.997799296002,ringing,1,0.971149162439,alternating,0.0266501335633,0,1.01487458499,0,2.22143010797
26,15381,finite_horizon,13:5444;14:52;15:10888,15,16384,24,15,post_lag,0,0.997799296002,ringing,1,0.971149162439,alternating,0.0266501335633,0,1.01487458499,0,2.22143010797
30,13335,finite_horizon,13:5444;14:52;15:10888,15,16384,24,15,post_lag,1e-08,0.997799296002,ringing,1,0.971149161336,alternating,0.0266501346658,0,1.01487458485,0,2.22143010797
26,15381,finite_horizon,13:5444;14:52;15:10888,15,16384,24,15,post_lag,1e-08,0.997799296002,ringing,1,0.971149160148,alternating,0.0266501358539,0,1.0148745845,0,2.22143010797
30,13335,finite_horizon,13:5444;14:52;15:10888,15,16384,24,15,post_lag,1e-05,0.997799296002,ringing,1,0.971148133597,alternating,0.0266511624048,0,1.01487434744,0,2.22143010797
17,1274,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,0.001,0.997744794765,ringing,1,0.971150986023,alternating,0.0265938087418,0,1.0148734099,0,2.22108532942
15,666,finite_horizon,13:5438;14:70;15:10876,15,16384,24,15,post_lag,0.001,0.997635676605,ringing,1,0.970919939007,alternating,0.0267157375977,0,1.01487206594,0,2.22039726888
7,14128,finite_horizon,13:5443;14:55;15:10886,15,16384,24,15,post_lag,1e-08,0.997772050198,ringing,1,0.971112736113,alternating,0.0266593140849,0,1.01487009953,0,2.2212576561
7,14128,finite_horizon,13:5443;14:55;15:10886,15,16384,24,15,post_lag,0,0.997772050198,ringing,1,0.971112736495,alternating,0.0266593137028,0,1.01487009949,0,2.2212576561
7,14128,finite_horizon,13:5443;14:55;15:10886,15,16384,24,15,post_lag,1e-05,0.997772050198,ringing,1,0.971112388795,alternating,0.0266596614035,0,1.01487000503,0,2.2212576561
14,8216,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,1e-05,0.997744794765,ringing,1,0.971075881489,alternating,0.0266689132763,0,1.01486557137,0,2.22108532942
8,9910,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,1e-05,0.997744794765,ringing,1,0.971075955121,alternating,0.0266688396441,0,1.0148655557,0,2.22108532942
14,8216,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,1e-08,0.997744794765,ringing,1,0.971075986885,alternating,0.0266688078804,0,1.01486551184,0,2.22108532942
17,1274,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,1e-08,0.997744794765,ringing,1,0.971075985408,alternating,0.0266688093573,0,1.01486551121,0,2.22108532942
17,1274,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,0,0.997744794765,ringing,1,0.971075985332,alternating,0.0266688094334,0,1.01486551114,0,2.22108532942
14,8216,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,0,0.997744794765,ringing,1,0.971075985332,alternating,0.0266688094334,0,1.01486551114,0,2.22108532942
8,9910,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,0,0.997744794765,ringing,1,0.971075985332,alternating,0.0266688094334,0,1.01486551114,0,2.22108532942
8,9910,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,1e-08,0.997744794765,ringing,1,0.971075985164,alternating,0.0266688096009,0,1.01486551107,0,2.22108532942
17,1274,finite_horizon,13:5442;14:58;15:10884,15,16384,24,15,post_lag,1e-05,0.997744794765,ringing,1,0.971075936496,alternating,0.0266688582695,0,1.01486540533,0,2.22108532942
26,3945,finite_horizon,13:5433;14:85;15:10866,15,16384,24,15,post_lag,0.001,0.997499061402,ringing,1,0.970783555752,alternating,0.02671550565,0,1.014865003,0,2.21953997645
14,12762,finite_horizon,13:5445;14:49;15:10890,15,16384,24,15,post_lag,0.001,0.997826532185,ringing,1,0.971085716563,alternating,0.0267408156217,0,1.01486408556,0,2.22160268528
22,8769,finite_horizon,13:5447;14:43;15:10894,15,16384,24,15,post_lag,0.001,0.997880975713,ringing,1,0.971244469989,alternating,0.0266365057245,0,1.01486280492,0,2.22194821741
17,4933,finite_horizon,13:5441;14:61;15:10882,15,16384,24,15,post_lag,1e-08,0.997717529697,ringing,1,0.971038904527,alternating,0.0266786251701,0,1.01486081924,0,2.22091312763
17,4933,finite_horizon,13:5441;14:61;15:10882,15,16384,24,15,post_lag,0,0.997717529697,ringing,1,0.971038904426,alternating,0.026678625271,0,1.01486081899,0,2.22091312763
17,4933,finite_horizon,13:5441;14:61;15:10882,15,16384,24,15,post_lag,1e-05,0.997717529697,ringing,1,0.97103879317,alternating,0.0266787365267,0,1.01486074007,0,2.22091312763
11,1718,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,0.001,0.997690254985,ringing,1,0.971046979634,alternating,0.0266432753512,0,1.01485941956,0,2.22074105047
21,9339,finite_horizon,13:5449;14:37;15:10898,15,16384,24,15,post_lag,0.001,0.99793538084,ringing,1,0.971229969493,alternating,0.0267054113477,0,1.01485805621,0,2.22229425474
11,1718,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,1e-08,0.997690254985,ringing,1,0.971001489666,alternating,0.0266887653187,0,1.01485602246,0,2.22074105047
30,14464,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,0,0.997690254985,ringing,1,0.971001489174,alternating,0.0266887658114,0,1.01485602208,0,2.22074105047
11,1718,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,0,0.997690254985,ringing,1,0.971001489174,alternating,0.0266887658114,0,1.01485602208,0,2.22074105047
30,14464,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,1e-08,0.997690254985,ringing,1,0.971001488467,alternating,0.0266887665182,0,1.01485602165,0,2.22074105047
11,1718,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,1e-05,0.997690254985,ringing,1,0.971001071641,alternating,0.0266891833444,0,1.01485596828,0,2.22074105047
30,14464,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,1e-05,0.997690254985,ringing,1,0.971001444687,alternating,0.0266888102977,0,1.01485581716,0,2.22074105047
29,2820,finite_horizon,13:5432;14:88;15:10864,15,16384,24,15,post_lag,0.001,0.99747170929,ringing,1,0.970770045337,alternating,0.0267016639534,0,1.01485481735,0,2.21936888632
14,9229,finite_horizon,13:5432;14:88;15:10864,15,16384,24,15,post_lag,0.001,0.99747170929,ringing,1,0.970732174572,alternating,0.0267395347177,0,1.01485332278,0,2.21936888632
30,14464,finite_horizon,13:5440;14:64;15:10880,15,16384,24,15,post_lag,0.001,0.997690254985,ringing,1,0.970932030754,alternating,0.0267582242311,0,1.01485241797,0,2.22074105047
17,14539,finite_horizon,13:5438;14:70;15:10876,15,16384,24,15,post_lag,0.001,0.997635676605,ringing,1,0.970964418539,alternating,0.0266712580654,0,1.01485139669,0,2.22039726888
12,16711,finite_horizon,13:5434;14:82;15:10868,15,16384,24,15,post_lag,0.001,0.997526403814,ringing,1,0.970747152891,alternating,0.0267792509235,0,1.01484998945,0,2.219711189
30,13335,finite_horizon,13:5444;14:52;15:10888,15,16384,24,15,post_lag,0.001,0.997799296002,ringing,1,0.971091200445,alternating,0.0267080955567,0,1.01484986599,0,2.22143010797
5,1891,finite_horizon,13:5446;14:46;15:10892,15,16384,24,15,post_lag,0.001,0.997853758753,ringing,1,0.971131214163,alternating,0.0267225445895,0,1.01484964111,0,2.22177538834
27,5248,finite_horizon,13:5438;14:70;15:10876,15,16384,24,15,post_lag,1e-05,0.997635676605,ringing,1,0.970925775315,alternating,0.0267099012898,0,1.01484638038,0,2.22039726888
31,7982,finite_horizon,13:5438;14:70;15:10876,15,16384,24,15,post_lag,1e-05,0.997635676605,ringing,1,0.970924999313,alternating,0.0267106772916,0,1.01484619803,0,2.22039726888
27,5248,finite_horizon,13:5438;14:70;15:10876,15,16384,24,15,post_lag,1e-08,0.997635676605,ringing,1,0.970925637162,alternating,0.0267100394429,0,1.01484611025,0,2.22039726888
