injection_step,observed_horizon,effective_lag_count,peak_mass,last_fifty_lag_mass,endpoint_to_peak_ratio,late_log_magnitude_slope_per_update,signed_to_absolute_ratio
50,300,265.3328823663222,0.00869212576403907,0.11033190631100366,0.2666315821276779,-0.0006261334757058631,0.1758135187764131
150,300,156.43170582809404,0.038178093823191185,0.5252171940809293,0.13041418886126052,0.017056301068365247,0.5224981338203238
200,300,110.58473778611601,0.024858622980090752,0.4512696562939661,0.42718153668532494,0.03435768773276766,0.49522192735324655
300,300,194.7067311653841,0.009697035685853828,0.2487392478583057,0.5258586918906835,0.0001668718037039358,0.6353166774274989
400,300,227.33628753002728,0.010475967164090978,0.11306173477499629,0.21209400837100242,-0.004547872570498805,0.828244864969916
500,300,245.72008653306003,0.012242439432696017,0.13406196077525298,0.12886692285883516,0.0017702006771893502,0.7603427246247773
